,N,Party,Province,Race,chisquare-benford-3d,chisquare-benford-mix,chisquare-mean-sim,chisquare-uniform,lilliefors-type-test
548,1644.0,p_mhp,Afyonkarahisar,1995,0.891144650486,1.30907390806e-09,0.89596005389,0.843538916662,0.91
549,1644.0,p_anap,Afyonkarahisar,1995,0.472836945474,0.000309305827905,0.583748737533,0.326241564819,0.61
550,1644.0,p_hadep,Afyonkarahisar,1995,0.0,0.0,1.44230535634e-28,0.0,0.0
551,1644.0,p_ip,Afyonkarahisar,1995,0.0,0.0,6.7600601762e-20,0.0,0.0
552,1644.0,p_mp,Afyonkarahisar,1995,0.0,0.0,1.37046546563e-25,0.0,0.0
553,1644.0,p_rp,Afyonkarahisar,1995,0.529453923331,6.57141971113e-05,0.60948688744,0.433464859263,0.7
554,1644.0,p_ydh,Afyonkarahisar,1995,0.0,0.0,1.14252830971e-29,0.0,0.0
555,1644.0,p_ydp,Afyonkarahisar,1995,0.0,0.0,1.53485542307e-34,0.0,0.0
556,1644.0,p_yp,Afyonkarahisar,1995,0.0,0.0,2.0501652994e-09,0.0,0.0
557,904.0,p_bgmz,Agri,1995,0.0,0.0,0.57703875284,0.0,0.63
558,904.0,p_chp,Agri,1995,9.89842136347e-156,0.0,0.000170573445,8.43667710378e-161,0.0
559,904.0,p_dsp,Agri,1995,3.66426062757e-234,0.0,0.0232562969239,7.15173204606e-241,0.0
560,904.0,p_dyp,Agri,1995,2.97846680109e-19,4.08080830361e-44,0.489451157326,9.54917452381e-21,0.02
561,904.0,p_mhp,Agri,1995,3.25083146446e-262,0.0,0.181415794698,1.48613894604e-269,0.01
562,904.0,p_anap,Agri,1995,3.25404742265e-12,2.69923654834e-31,0.574524861172,3.0495931838e-13,0.74
563,904.0,p_hadep,Agri,1995,1.64800266061e-80,1.21250117721e-192,0.660281799002,9.07483287221e-84,0.5
564,904.0,p_ip,Agri,1995,0.0,0.0,0.0596853228455,0.0,0.03
565,904.0,p_mp,Agri,1995,0.0,0.0,2.32951066675e-06,0.0,0.0
566,904.0,p_rp,Agri,1995,5.81724630613e-05,1.35394028934e-05,0.559998485223,1.28149875787e-05,0.7
567,904.0,p_ydh,Agri,1995,0.0,0.0,0.000398621188053,0.0,0.0
568,904.0,p_ydp,Agri,1995,0.0,0.0,2.91325408353e-05,0.0,0.0
569,904.0,p_yp,Agri,1995,0.0,0.0,0.0382304976237,0.0,0.07
570,725.0,p_bgmz,Aksaray,1995,0.0,0.0,,0.0,0.0
571,725.0,p_chp,Aksaray,1995,0.0741821223449,9.83820659972e-09,0.263999333705,0.0449670177509,0.18
572,725.0,p_dsp,Aksaray,1995,0.336709368284,1.32352219989e-05,0.394561253672,0.29015773078,0.5
573,725.0,p_dyp,Aksaray,1995,0.589627595312,0.0286459231399,0.694648277261,0.547403493053,0.42
574,725.0,p_mhp,Aksaray,1995,0.130957002749,0.000851388870719,0.276992379294,0.0944027594876,0.56
575,725.0,p_anap,Aksaray,1995,0.119654755876,0.0359175951476,0.129478011981,0.0959805512509,0.32
576,725.0,p_hadep,Aksaray,1995,4.40101773383e-111,0.0,7.06362368665e-09,2.00990055428e-114,0.0
577,725.0,p_ip,Aksaray,1995,0.0,0.0,3.74653736316e-09,0.0,0.0
578,725.0,p_mp,Aksaray,1995,2.12268436119e-258,0.0,7.84966101709e-16,9.0255216466e-265,0.0
579,725.0,p_rp,Aksaray,1995,0.909117990325,0.287423013875,0.913638062847,0.903527778415,0.75
580,725.0,p_ydh,Aksaray,1995,0.0,0.0,4.93853926854e-15,0.0,0.0
581,725.0,p_ydp,Aksaray,1995,0.0,0.0,3.71116539327e-10,0.0,0.0
582,725.0,p_yp,Aksaray,1995,0.0,0.0,3.67457457721e-05,0.0,0.0
583,955.0,p_bgmz,Amasya,1995,0.0,0.0,0.198610581594,0.0,0.01
584,955.0,p_chp,Amasya,1995,0.00410645100465,3.83658974956e-08,0.22047875016,0.0013987676798,0.04
585,955.0,p_dsp,Amasya,1995,0.0479571155795,3.84860403095e-14,0.317063989727,0.0243171268301,0.29
586,955.0,p_dyp,Amasya,1995,0.568784635553,0.000138688658268,0.404151430728,0.626218225362,0.53
587,955.0,p_mhp,Amasya,1995,0.00638199746048,4.06206698812e-05,0.104528984931,0.00214617686121,0.01
588,955.0,p_anap,Amasya,1995,0.0282537721781,0.0553158532541,0.682811475858,0.01087471562,0.24
589,955.0,p_hadep,Amasya,1995,1.20846898524e-213,0.0,3.04344112765e-10,1.04472067744e-219,0.0
590,955.0,p_ip,Amasya,1995,0.0,0.0,0.000107108759507,0.0,0.0
591,955.0,p_mp,Amasya,1995,0.0,0.0,2.66754282769e-14,0.0,0.0
592,955.0,p_rp,Amasya,1995,0.0154295286061,0.163372801181,0.161187805266,0.00663378621949,0.05
593,955.0,p_ydh,Amasya,1995,0.0,0.0,4.48688943897e-12,0.0,0.0
594,955.0,p_ydp,Amasya,1995,0.0,0.0,1.43606104607e-11,0.0,0.0
595,955.0,p_yp,Amasya,1995,0.0,0.0,0.0147379223556,0.0,0.05
596,8263.0,p_bgmz,Ankara,1995,0.0,0.0,6.04523012732e-21,0.0,0.0
597,8263.0,p_chp,Ankara,1995,8.65984854044e-07,1.12765503121e-37,0.636735995785,2.12638885811e-09,0.53
598,8263.0,p_dsp,Ankara,1995,0.109644239709,2.02606524895e-19,0.203937743658,0.0131106368003,0.31
599,8263.0,p_dyp,Ankara,1995,0.997932175493,6.89796621134e-36,0.996825783194,0.98946113846,1.0
600,8263.0,p_mhp,Ankara,1995,0.000130374053157,1.31179270629e-48,0.0014148058693,4.77919407673e-06,0.01
601,8263.0,p_anap,Ankara,1995,0.707082418453,6.18185328334e-15,0.684546775441,0.357674652763,0.69
602,8263.0,p_hadep,Ankara,1995,5.52463332116e-307,0.0,1.79144010185e-31,0.0,0.0
603,8263.0,p_ip,Ankara,1995,0.0,0.0,7.81789411384e-85,0.0,0.0
604,8263.0,p_mp,Ankara,1995,0.0,0.0,2.30145019612e-109,0.0,0.0
605,8263.0,p_rp,Ankara,1995,0.21367864524,5.2665910644e-32,0.18157186534,0.446326662516,0.27
606,8263.0,p_ydh,Ankara,1995,0.0,0.0,2.41753208891e-195,0.0,0.0
607,8263.0,p_ydp,Ankara,1995,0.0,0.0,0.0,0.0,0.0
608,8263.0,p_yp,Ankara,1995,0.0,0.0,5.18790780459e-76,0.0,0.0
609,2830.0,p_bgmz,Antalya,1995,0.0,0.0,,0.0,0.0
610,2830.0,p_chp,Antalya,1995,0.838866523804,5.48576964433e-05,0.84183862103,0.721396714638,0.91
611,2830.0,p_dsp,Antalya,1995,1.99019843491e-13,5.83625886733e-38,0.00929789694335,2.6476065319e-15,0.0
612,2830.0,p_dyp,Antalya,1995,0.201195162244,0.00166953563671,0.160978652164,0.135187610049,0.06
613,2830.0,p_mhp,Antalya,1995,0.92534390439,2.37431185106e-09,0.882875771409,0.871544685811,0.98
614,2830.0,p_anap,Antalya,1995,0.723352738274,3.0580525664e-11,0.650346451762,0.765776584905,0.77
615,2830.0,p_hadep,Antalya,1995,0.0,0.0,1.66152425571e-20,0.0,0.0
616,2830.0,p_ip,Antalya,1995,0.0,0.0,4.00770615758e-34,0.0,0.0
617,2830.0,p_mp,Antalya,1995,0.0,0.0,8.98092293633e-45,0.0,0.0
618,2830.0,p_rp,Antalya,1995,0.503928264938,9.72200765416e-15,0.504141686807,0.524207076008,0.47
619,2830.0,p_ydh,Antalya,1995,0.0,0.0,9.57225547314e-60,0.0,0.0
620,2830.0,p_ydp,Antalya,1995,0.0,0.0,1.34140596686e-41,0.0,0.0
621,2830.0,p_yp,Antalya,1995,0.0,0.0,2.16198390267e-13,0.0,0.0
622,392.0,p_bgmz,Ardahan,1995,0.0,0.0,,0.0,0.0
623,392.0,p_chp,Ardahan,1995,0.182490432492,9.29566631761e-05,0.526699615292,0.125258834544,0.36
624,392.0,p_dsp,Ardahan,1995,0.00069228432926,2.14449399877e-06,0.181073674973,0.000326067682871,0.09
625,392.0,p_dyp,Ardahan,1995,0.023067214531,0.115634559408,0.166037985718,0.0137833248684,0.27
626,392.0,p_mhp,Ardahan,1995,4.10756743005e-13,5.9527269072e-39,0.135053445886,6.23023201353e-14,0.0
627,392.0,p_anap,Ardahan,1995,1.5039457631e-08,1.12576074845e-15,0.0496461587721,3.98093012616e-09,0.0
628,392.0,p_hadep,Ardahan,1995,4.58159778202e-62,0.0,0.066702308394,3.68448627647e-64,0.01
629,392.0,p_ip,Ardahan,1995,5.00284330324e-300,0.0,0.00855333701208,8.77023456134e-307,0.0
630,392.0,p_mp,Ardahan,1995,6.88885048829e-131,0.0,0.000118618510122,2.92792630207e-134,0.0
631,392.0,p_rp,Ardahan,1995,0.044325228359,2.74985473459e-08,0.438529849345,0.02634473916,0.24
632,392.0,p_ydh,Ardahan,1995,6.70379051234e-140,0.0,2.45571904635e-05,1.80690892362e-143,0.0
633,392.0,p_ydp,Ardahan,1995,1.26123080053e-168,0.0,0.00035979753566,7.81901438832e-173,0.0
634,392.0,p_yp,Ardahan,1995,0.0,0.0,0.007561672115,0.0,0.0
635,641.0,p_bgmz,Artvin,1995,0.0,0.0,,0.0,0.0
636,641.0,p_chp,Artvin,1995,0.0493782014461,0.000957704144316,0.340135488583,0.0275447692905,0.27
637,641.0,p_dsp,Artvin,1995,0.748139604028,6.36989924521e-08,0.932314582179,0.607584325253,0.41
638,641.0,p_dyp,Artvin,1995,0.785535351216,0.0147841651197,0.732026927056,0.817129329098,0.73
639,641.0,p_mhp,Artvin,1995,1.63380081755e-20,1.30388144906e-62,0.040000242561,8.79257240612e-22,0.05
640,641.0,p_anap,Artvin,1995,0.196715532344,0.000194749717851,0.144475430409,0.241287643334,0.13
641,641.0,p_hadep,Artvin,1995,9.6774136904e-92,0.0,1.93459087097e-07,1.4740356715e-94,0.0
642,641.0,p_ip,Artvin,1995,0.0,0.0,0.000440585476708,0.0,0.0
643,641.0,p_mp,Artvin,1995,0.0,0.0,1.24385632093e-11,0.0,0.0
644,641.0,p_rp,Artvin,1995,0.211126784539,0.00605948989027,0.32585199636,0.183699966336,0.23
645,641.0,p_ydh,Artvin,1995,0.0,0.0,8.46144314554e-11,0.0,0.0
646,641.0,p_ydp,Artvin,1995,2.2886011167e-250,0.0,5.78886164971e-07,1.18226705157e-256,0.0
647,641.0,p_yp,Artvin,1995,0.0,0.0,0.372804713339,0.0,0.03
648,2102.0,p_bgmz,Aydin,1995,1.78052603411e-07,,0.0,1.27598573768e-07,0.0
649,2102.0,p_chp,Aydin,1995,0.00499274346773,2.12735342643e-12,0.659878587239,0.000889723539024,0.63
650,2102.0,p_dsp,Aydin,1995,0.991753046223,6.66693307357e-05,0.988271685177,0.976490569419,0.98
651,2102.0,p_dyp,Aydin,1995,0.521444508792,0.000358923128758,0.483956577448,0.557312642859,0.62
652,2102.0,p_mhp,Aydin,1995,0.0902147047443,6.27511899022e-12,0.661873188162,0.0401032948705,0.57
653,2102.0,p_anap,Aydin,1995,0.244717303184,0.011012738916,0.17000255849,0.172987514537,0.31
654,2102.0,p_hadep,Aydin,1995,7.58090926428e-170,0.0,3.58666747999e-17,2.17325689143e-176,0.0
655,2102.0,p_ip,Aydin,1995,0.0,0.0,4.80002539311e-27,0.0,0.0
656,2102.0,p_mp,Aydin,1995,0.0,0.0,1.36363392807e-45,0.0,0.0
657,2102.0,p_rp,Aydin,1995,0.000331748776311,5.31811355943e-22,0.00354172664034,0.000244585922001,0.17
658,2102.0,p_ydh,Aydin,1995,0.0,0.0,2.41782025524e-43,0.0,0.0
659,2102.0,p_ydp,Aydin,1995,0.0,0.0,7.63091511115e-38,0.0,0.0
660,2102.0,p_yp,Aydin,1995,0.0,0.0,3.16956310206e-14,0.0,0.0
661,2769.0,p_bgmz,Balikesir,1995,0.0,0.0,1.17058069703e-11,0.0,0.0
662,2769.0,p_chp,Balikesir,1995,0.0356276095177,1.20771529318e-33,0.0171636039011,0.0106939437124,0.0
663,2769.0,p_dsp,Balikesir,1995,0.215390572452,0.000501876255459,0.452077323856,0.0890294002749,0.15
664,2769.0,p_dyp,Balikesir,1995,0.686562101555,0.00102174481769,0.685798723615,0.628622038463,0.59
665,2769.0,p_mhp,Balikesir,1995,2.63511722045e-06,8.30080488456e-47,0.0911793750751,1.34923466951e-07,0.0
666,2769.0,p_anap,Balikesir,1995,0.409252976493,9.7943867879e-09,0.26849071398,0.467525797125,0.18
667,2769.0,p_hadep,Balikesir,1995,0.0,0.0,1.84236347601e-30,0.0,0.0
668,2769.0,p_ip,Balikesir,1995,0.0,0.0,9.2656782155e-26,0.0,0.0
669,2769.0,p_mp,Balikesir,1995,0.0,0.0,7.276357247e-49,0.0,0.0
670,2769.0,p_rp,Balikesir,1995,0.00728415026443,5.16679902804e-06,0.180544839025,0.00124488337671,0.15
671,2769.0,p_ydh,Balikesir,1995,0.0,0.0,1.29843271061e-55,0.0,0.0
672,2769.0,p_ydp,Balikesir,1995,0.0,0.0,1.44942247398e-45,0.0,0.0
673,2769.0,p_yp,Balikesir,1995,0.0,0.0,2.1931080867e-12,0.0,0.0
674,648.0,p_bgmz,Bartin,1995,0.0,0.0,,0.0,0.0
675,648.0,p_chp,Bartin,1995,1.69758809007e-06,2.11914582919e-08,0.0843144981974,4.36288159382e-07,0.0
676,648.0,p_dsp,Bartin,1995,0.766509353549,0.187213458302,0.727395031034,0.769167429722,0.67
677,648.0,p_dyp,Bartin,1995,0.444854616819,0.000410321551397,0.47777147106,0.541628047643,0.54
678,648.0,p_mhp,Bartin,1995,8.20742884741e-26,2.73968463731e-188,0.035927432598,2.66727338557e-27,0.0
679,648.0,p_anap,Bartin,1995,0.976956866501,0.081706149904,0.956852553401,0.981049038024,1.0
680,648.0,p_hadep,Bartin,1995,1.11252305841e-126,0.0,1.93382126285e-08,3.04906163423e-130,0.0
681,648.0,p_ip,Bartin,1995,0.0,0.0,3.8735706983e-07,0.0,0.0
682,648.0,p_mp,Bartin,1995,2.99016980792e-289,0.0,2.65630986935e-12,3.71086205621e-296,0.0
683,648.0,p_rp,Bartin,1995,0.659326720768,1.08215983233e-06,0.684629287997,0.704252077129,0.33
684,648.0,p_ydh,Bartin,1995,1.97376144472e-274,0.0,2.00676157326e-10,4.35188717628e-281,0.0
685,648.0,p_ydp,Bartin,1995,0.0,0.0,2.14197436267e-11,0.0,0.0
686,648.0,p_yp,Bartin,1995,0.0,0.0,0.0121116181772,0.0,0.0
687,714.0,p_bgmz,Batman,1995,0.0,0.0,0.0560000516714,0.0,0.01
688,714.0,p_chp,Batman,1995,2.70422283086e-217,0.0,0.0220138125391,2.69666042173e-223,0.0
689,714.0,p_dsp,Batman,1995,2.81770697814e-187,0.0,0.0646016830288,1.20849562745e-192,0.0
690,714.0,p_dyp,Batman,1995,3.46032714772e-11,6.71503548134e-35,0.772122809366,4.3871774921e-12,0.8
691,714.0,p_mhp,Batman,1995,0.0,0.0,0.0772550754088,0.0,0.0
692,714.0,p_anap,Batman,1995,0.0680929233615,5.02245845445e-06,0.0453849729702,0.0394239395925,0.02
693,714.0,p_hadep,Batman,1995,7.31366475902e-19,1.90036988005e-31,0.730878293991,5.92354764616e-20,0.82
694,714.0,p_ip,Batman,1995,0.0,0.0,,0.0,0.01
695,714.0,p_mp,Batman,1995,0.0,0.0,0.00012891417323,0.0,0.0
696,714.0,p_rp,Batman,1995,0.0176921222158,0.109310487881,0.142999072237,0.00880822776493,0.13
697,714.0,p_ydh,Batman,1995,0.0,0.0,0.000168086907942,0.0,0.0
698,714.0,p_ydp,Batman,1995,0.0,0.0,0.00134609796713,0.0,0.0
699,714.0,p_yp,Batman,1995,0.0,0.0,0.232670264512,0.0,0.03
700,268.0,p_bgmz,Bayburt,1995,0.0,0.0,,0.0,0.0
701,268.0,p_chp,Bayburt,1995,2.29468427778e-54,0.0,0.521407039548,4.27807106806e-56,0.02
702,268.0,p_dsp,Bayburt,1995,1.05719348571e-81,0.0,0.0158204392488,6.23668098763e-84,0.0
703,268.0,p_dyp,Bayburt,1995,0.36820864146,0.0748631893655,0.339505649784,0.310984561379,0.27
704,268.0,p_mhp,Bayburt,1995,9.05085286928e-10,3.28822501787e-15,0.199329378077,2.47794408958e-10,0.03
705,268.0,p_anap,Bayburt,1995,0.188757514915,0.0578676634387,0.52488641257,0.147678255775,0.37
706,268.0,p_hadep,Bayburt,1995,2.66916172902e-111,0.0,0.00420426574068,4.3824341294e-114,0.0
707,268.0,p_ip,Bayburt,1995,0.0,0.0,0.36894216908,0.0,0.65
708,268.0,p_mp,Bayburt,1995,2.87131214617e-126,0.0,2.21311307578e-05,2.23076815414e-129,0.0
709,268.0,p_rp,Bayburt,1995,0.165543892506,0.0544866940613,0.128881345948,0.167391032154,0.28
710,268.0,p_ydh,Bayburt,1995,2.52310608432e-189,0.0,0.0249033770148,1.09057064937e-193,0.0
711,268.0,p_ydp,Bayburt,1995,3.95404478341e-166,0.0,0.01346454362,5.01294483349e-170,0.0
712,268.0,p_yp,Bayburt,1995,0.0,0.0,0.892937612257,0.0,0.39
713,559.0,p_bgmz,Bilecik,1995,0.0,0.0,,0.0,0.0
714,559.0,p_chp,Bilecik,1995,2.30162835811e-05,8.44352010952e-08,0.110362811404,7.00464210026e-06,0.4
715,559.0,p_dsp,Bilecik,1995,0.218222258417,0.00452464197015,0.622807314797,0.165706422147,0.59
716,559.0,p_dyp,Bilecik,1995,0.0553314702255,0.00209452614804,0.0644015757054,0.0596072369117,0.03
717,559.0,p_mhp,Bilecik,1995,9.18043143349e-09,3.01473982363e-25,0.274372917873,1.68882224148e-09,0.08
718,559.0,p_anap,Bilecik,1995,0.849239228071,0.0429618327963,0.864290388321,0.81618057172,0.83
719,559.0,p_hadep,Bilecik,1995,8.26056330978e-196,0.0,1.6142281775e-07,8.29374167834e-201,0.0
720,559.0,p_ip,Bilecik,1995,0.0,0.0,0.0303906100093,0.0,0.01
721,559.0,p_mp,Bilecik,1995,0.0,0.0,1.27400613228e-06,0.0,0.0
722,559.0,p_rp,Bilecik,1995,0.740306847908,0.020942592444,0.73758411599,0.747947370008,0.64
723,559.0,p_ydh,Bilecik,1995,0.0,0.0,1.25685355309e-07,0.0,0.0
724,559.0,p_ydp,Bilecik,1995,0.0,0.0,4.98320465923e-07,0.0,0.0
725,559.0,p_yp,Bilecik,1995,0.0,0.0,0.0431173323789,0.0,0.22
726,601.0,p_bgmz,Bingol,1995,0.0,0.0,,0.0,0.0
727,601.0,p_chp,Bingol,1995,6.25352702745e-90,0.0,0.150052118949,4.77575945903e-93,0.0
728,601.0,p_dsp,Bingol,1995,2.72927312748e-304,0.0,0.0119431110319,1.08634507815e-311,0.0
729,601.0,p_dyp,Bingol,1995,2.53175383954e-27,1.29237771518e-64,0.554367159069,9.10516471532e-29,0.47
730,601.0,p_mhp,Bingol,1995,3.69692538293e-166,0.0,0.501360073293,6.68967344972e-171,0.05
731,601.0,p_anap,Bingol,1995,8.55928183269e-22,1.35722319005e-41,0.017743811281,4.89660782519e-23,0.01
732,601.0,p_hadep,Bingol,1995,2.24841902869e-121,0.0,0.0664368804719,4.28666045291e-125,0.06
733,601.0,p_ip,Bingol,1995,0.0,0.0,0.232091423056,0.0,0.2
734,601.0,p_mp,Bingol,1995,0.0,0.0,0.00249390685751,0.0,0.0
735,601.0,p_rp,Bingol,1995,2.06935940788e-06,2.19790438864e-08,0.574260822117,5.59661710556e-07,0.37
736,601.0,p_ydh,Bingol,1995,0.0,0.0,0.0830244231039,0.0,0.0
737,601.0,p_ydp,Bingol,1995,0.0,0.0,0.166843722077,0.0,0.02
738,601.0,p_yp,Bingol,1995,0.0,0.0,0.442673825973,0.0,0.62
739,606.0,p_bgmz,Bitlis,1995,0.0,0.0,0.527521763005,0.0,0.57
740,606.0,p_chp,Bitlis,1995,1.17016755693e-136,0.0,0.00211950112746,1.074173168e-140,0.0
741,606.0,p_dsp,Bitlis,1995,1.33103237991e-98,0.0,0.000818703889809,6.74336088523e-102,0.0
742,606.0,p_dyp,Bitlis,1995,0.00434543306612,2.30302689565e-12,0.964071410139,0.00170726972765,0.94
743,606.0,p_mhp,Bitlis,1995,5.802181796e-99,0.0,0.175252740865,2.80073075935e-102,0.03
744,606.0,p_anap,Bitlis,1995,0.0982248491135,1.82153791687e-05,0.0823000564982,0.0833450005201,0.14
745,606.0,p_hadep,Bitlis,1995,6.28617049777e-70,1.69543675001e-194,0.345995024553,1.52736580054e-72,0.14
746,606.0,p_ip,Bitlis,1995,0.0,0.0,,0.0,0.01
747,606.0,p_mp,Bitlis,1995,0.0,0.0,1.54647247698e-08,0.0,0.0
748,606.0,p_rp,Bitlis,1995,0.358402408327,0.0469800174763,0.4378411289,0.31389333281,0.51
749,606.0,p_ydh,Bitlis,1995,3.02738106498e-189,0.0,0.0690230073923,1.88611986628e-194,0.0
750,606.0,p_ydp,Bitlis,1995,0.0,0.0,0.00145788925126,0.0,0.0
751,606.0,p_yp,Bitlis,1995,0.0,0.0,0.82963227499,0.0,0.53
752,1569.0,p_bgmz,Bolu,1995,0.0,0.0,4.73869387441e-24,0.0,0.0
753,1569.0,p_chp,Bolu,1995,2.81678021579e-24,1.0623824798e-70,0.00160072886677,2.8283971964e-26,0.0
754,1569.0,p_dsp,Bolu,1995,0.280415383106,1.74930484303e-08,0.352780688574,0.189277221817,0.24
755,1569.0,p_dyp,Bolu,1995,0.728536640408,0.00500149909079,0.765130338902,0.622125578402,0.8
756,1569.0,p_mhp,Bolu,1995,7.7362056969e-09,3.80594778134e-47,0.123919966726,4.57996692685e-10,0.0
757,1569.0,p_anap,Bolu,1995,0.257653441674,1.45097173046e-07,0.424055283268,0.378029802924,0.25
758,1569.0,p_hadep,Bolu,1995,0.0,0.0,2.69143343941e-20,0.0,0.0
759,1569.0,p_ip,Bolu,1995,0.0,0.0,3.21257448636e-12,0.0,0.0
760,1569.0,p_mp,Bolu,1995,0.0,0.0,2.70851898437e-27,0.0,0.0
761,1569.0,p_rp,Bolu,1995,0.74633700791,0.0138125708035,0.810821741461,0.681745268752,0.91
762,1569.0,p_ydh,Bolu,1995,0.0,0.0,1.58190348685e-25,0.0,0.0
763,1569.0,p_ydp,Bolu,1995,0.0,0.0,1.94875366576e-24,0.0,0.0
764,1569.0,p_yp,Bolu,1995,0.0,0.0,6.6370819838e-10,0.0,0.0
765,700.0,p_bgmz,Burdur,1995,0.0,0.0,,0.0,0.0
766,700.0,p_chp,Burdur,1995,0.131849494977,0.00074044775583,0.151442584019,0.104282785084,0.37
767,700.0,p_dsp,Burdur,1995,0.11196537186,0.000377880541123,0.216703144667,0.0949355046336,0.33
768,700.0,p_dyp,Burdur,1995,0.382588402208,0.0310575975683,0.363191546662,0.40119928658,0.06
769,700.0,p_mhp,Burdur,1995,0.173722096988,2.69797216072e-06,0.369717574144,0.135054663992,0.32
770,700.0,p_anap,Burdur,1995,0.306995205563,0.144271729009,0.324943347442,0.249283893977,0.31
771,700.0,p_hadep,Burdur,1995,6.54787067323e-119,0.0,1.13906764243e-09,2.34179067026e-122,0.0
772,700.0,p_ip,Burdur,1995,0.0,0.0,5.53251239618e-07,0.0,0.0
773,700.0,p_mp,Burdur,1995,1.86080448872e-192,0.0,4.89409419626e-08,1.25892491556e-197,0.0
774,700.0,p_rp,Burdur,1995,0.526927673871,0.0162976427454,0.608692271343,0.469505490127,0.82
775,700.0,p_ydh,Burdur,1995,1.55296953923e-281,0.0,1.26935949302e-12,2.182010123e-288,0.0
776,700.0,p_ydp,Burdur,1995,0.0,0.0,1.15227664621e-14,0.0,0.0
777,700.0,p_yp,Burdur,1995,0.0,0.0,4.84524768955e-05,0.0,0.0
778,4393.0,p_bgmz,Bursa,1995,0.0,0.0,8.08827374705e-07,0.0,0.0
779,4393.0,p_chp,Bursa,1995,4.13760901392e-06,8.12162761509e-101,1.82520249444e-05,1.69505092424e-07,0.0
780,4393.0,p_dsp,Bursa,1995,0.252968338363,6.36228010031e-08,0.0898025511074,0.128945354802,0.2
781,4393.0,p_dyp,Bursa,1995,0.887680029819,2.70102809533e-05,0.813715525557,0.699644543672,0.7
782,4393.0,p_mhp,Bursa,1995,0.437116725133,9.17994491479e-114,0.000416139675337,0.263829137269,0.0
783,4393.0,p_anap,Bursa,1995,0.891576770031,1.7783677556e-10,0.895724453406,0.948516560773,0.85
784,4393.0,p_hadep,Bursa,1995,0.0,0.0,2.06708527205e-63,0.0,0.0
785,4393.0,p_ip,Bursa,1995,0.0,0.0,2.46540243882e-43,0.0,0.0
786,4393.0,p_mp,Bursa,1995,0.0,0.0,6.89679044178e-88,0.0,0.0
787,4393.0,p_rp,Bursa,1995,0.646630302014,2.46537964935e-09,0.594854118684,0.447335857614,0.67
788,4393.0,p_ydh,Bursa,1995,0.0,0.0,5.23815745642e-95,0.0,0.0
789,4393.0,p_ydp,Bursa,1995,0.0,0.0,2.96822218792e-89,0.0,0.0
790,4393.0,p_yp,Bursa,1995,0.0,0.0,9.49536571307e-17,0.0,0.0
791,1280.0,p_bgmz,Canakkale,1995,0.0,0.0,1.55971579665e-05,0.0,0.0
792,1280.0,p_chp,Canakkale,1995,0.33898561556,1.28600039857e-09,0.156848319746,0.273572990667,0.01
793,1280.0,p_dsp,Canakkale,1995,0.132657830404,0.0282265006956,0.195844470269,0.0905076777925,0.03
794,1280.0,p_dyp,Canakkale,1995,0.970553834254,0.137285777552,0.961056493487,0.965521027598,0.92
795,1280.0,p_mhp,Canakkale,1995,0.000728770874285,4.4417058188e-19,0.0684645836332,0.000188283861696,0.01
796,1280.0,p_anap,Canakkale,1995,0.965339181169,0.0174231826496,0.952444937511,0.947556930864,0.93
797,1280.0,p_hadep,Canakkale,1995,3.35584784274e-290,0.0,1.47037759268e-20,5.09694141223e-298,0.0
798,1280.0,p_ip,Canakkale,1995,0.0,0.0,1.37647176505e-12,0.0,0.0
799,1280.0,p_mp,Canakkale,1995,0.0,0.0,2.11066554022e-16,0.0,0.0
800,1280.0,p_rp,Canakkale,1995,0.714744258481,5.55482528918e-15,0.530268180727,0.679332617174,0.55
801,1280.0,p_ydh,Canakkale,1995,0.0,0.0,1.22019036317e-23,0.0,0.0
802,1280.0,p_ydp,Canakkale,1995,0.0,0.0,7.72819848e-21,0.0,0.0
803,1280.0,p_yp,Canakkale,1995,0.0,0.0,3.9812733866e-11,0.0,0.0
804,699.0,p_bgmz,Cankiri,1995,0.0,0.0,,0.0,0.0
805,699.0,p_chp,Cankiri,1995,2.33317142517e-50,4.02023595557e-204,0.000495233285084,1.44465365383e-52,0.0
806,699.0,p_dsp,Cankiri,1995,8.84208751405e-16,6.73500988536e-86,0.017128940216,6.0803205506e-17,0.0
807,699.0,p_dyp,Cankiri,1995,0.528770981894,0.000902537568613,0.338417893701,0.540357326214,0.33
808,699.0,p_mhp,Cankiri,1995,0.00165401214302,5.0104728521e-12,0.225907011391,0.000749400120564,0.21
809,699.0,p_anap,Cankiri,1995,0.21187673934,0.00586952063177,0.18628865503,0.182864526822,0.3
810,699.0,p_hadep,Cankiri,1995,3.05449287335e-227,0.0,6.15571892614e-11,4.47709184394e-233,0.0
811,699.0,p_ip,Cankiri,1995,0.0,0.0,0.00697032258532,0.0,0.0
812,699.0,p_mp,Cankiri,1995,1.82304792918e-300,0.0,1.4667497942e-11,9.91305040211e-308,0.0
813,699.0,p_rp,Cankiri,1995,0.397393887504,0.000722271018678,0.438263761277,0.416676182533,0.64
814,699.0,p_ydh,Cankiri,1995,0.0,0.0,2.80716540895e-09,0.0,0.0
815,699.0,p_ydp,Cankiri,1995,0.0,0.0,7.24376997709e-06,0.0,0.0
816,699.0,p_yp,Cankiri,1995,0.0,0.0,0.0620931854354,0.0,0.05
817,1639.0,p_bgmz,Corum,1995,0.0,0.0,0.833966871957,0.0,0.3
