edate,prov,ilce,name,year,type,regvoter,actvoter,validvoter,p_akp,p_anadolupartisi,p_bgmz,p_btp,p_chp,p_dp,p_dsp,p_dyp,p_hakpar,p_hap,p_hdp,p_hkp,p_kp,p_ldp,p_mep,p_mhp,p_millet,p_saadet,p_turkparti,p_vatan,p_yurtp,edate_prov
2015_6,Zonguldak,Eregli,Keskek,2015,parl15_1,266,240,229,134,0,0,3,45,0,1,0,0,0,0,0,0,0,0,35,1,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Muftu,2015,parl15_1,353,311,301,70,0,0,0,166,0,3,0,0,0,3,0,0,1,0,50,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Gelik-Gelik Merkez,2015,parl15_1,297,246,238,76,0,0,0,66,1,3,0,0,0,4,1,0,0,0,56,0,30,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Suleymanlar,2015,parl15_1,375,323,316,88,1,0,1,175,1,1,0,0,1,5,0,0,0,0,40,1,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kavaklik,2015,parl15_1,353,318,312,140,2,0,0,103,1,1,0,0,0,4,2,1,0,0,53,1,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Karamusa,2015,parl15_1,262,236,233,90,0,0,0,105,1,3,1,0,0,1,2,0,0,0,24,2,2,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Sarikokmaz,2015,parl15_1,275,242,237,97,0,0,0,67,4,0,2,0,0,0,0,0,0,0,56,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kirmaci,2015,parl15_1,361,310,301,111,0,0,0,115,1,1,0,0,2,17,0,0,0,0,48,0,4,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yazikoy,2015,parl15_1,319,285,276,89,0,0,2,165,0,1,2,0,0,1,0,0,0,0,10,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,343,272,269,63,0,0,1,122,1,0,0,0,0,6,0,1,0,0,62,0,13,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,353,279,274,77,0,0,0,154,2,0,3,0,0,2,0,1,0,0,29,1,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Orhanlar,2015,parl15_1,334,288,286,62,0,0,1,165,0,0,0,0,0,7,0,0,0,0,42,0,4,0,5,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Osmanbeyler,2015,parl15_1,159,138,129,30,0,0,0,45,1,1,0,0,0,2,0,0,0,0,21,0,21,0,8,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Beycuma-Birlik,2015,parl15_1,154,128,123,57,0,0,0,29,0,0,0,0,0,0,0,0,0,0,19,0,17,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,358,295,294,59,1,0,0,153,0,0,0,0,0,12,0,0,1,0,59,0,4,0,5,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Topcali,2015,parl15_1,374,343,329,177,0,0,0,68,4,2,0,0,1,0,0,0,0,0,71,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kirmanli,2015,parl15_1,307,269,262,73,0,0,0,146,3,0,0,0,0,0,0,0,0,0,34,0,3,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Haciosmanlar,2015,parl15_1,267,222,205,120,1,0,2,41,0,6,2,0,2,0,3,0,0,0,17,4,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,364,315,312,85,0,0,0,151,0,1,0,0,0,9,0,0,0,0,55,1,8,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Yunuslu,2015,parl15_1,353,317,305,175,0,0,2,42,1,3,0,0,0,1,3,0,1,0,70,2,3,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,234,196,193,99,0,0,0,54,3,0,0,0,0,1,0,0,0,0,32,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Uzunmehmet,2015,parl15_1,321,277,248,61,0,0,0,121,0,0,0,0,0,5,0,0,0,0,55,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Veyisoglu,2015,parl15_1,308,283,271,70,0,0,0,160,0,1,0,0,0,0,0,0,1,0,35,1,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,On Temmuz,2015,parl15_1,365,308,305,111,0,0,0,98,1,0,1,0,2,1,3,0,0,0,70,2,15,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kizilcapinar,2015,parl15_1,392,349,333,167,0,0,1,59,7,2,2,0,3,1,2,0,2,0,70,0,15,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,338,294,285,95,0,0,2,109,0,1,2,0,1,2,0,0,0,0,64,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kavaklik,2015,parl15_1,352,308,303,141,1,0,0,83,0,2,2,0,0,2,0,0,0,0,61,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Osmanli,2015,parl15_1,99,88,84,20,0,0,0,36,0,0,0,0,0,1,0,0,0,0,17,1,7,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Sipahiler,2015,parl15_1,295,254,244,96,0,0,0,98,1,3,1,0,0,5,2,0,2,0,27,1,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,234,207,195,99,0,0,1,54,2,2,0,0,0,0,0,0,0,0,32,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Dursunlar,2015,parl15_1,319,281,271,85,0,0,0,133,3,2,0,0,0,5,0,0,1,0,28,0,12,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Yahma,2015,parl15_1,280,249,243,130,0,0,0,43,2,4,0,0,0,1,0,0,0,0,49,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,376,311,295,129,0,0,3,80,0,3,0,0,0,0,1,0,1,0,56,0,21,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Birlik,2015,parl15_1,323,273,269,100,0,0,0,103,1,1,0,0,0,1,0,0,0,0,54,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Incivez,2015,parl15_1,363,299,295,89,0,0,4,106,1,0,0,0,0,17,1,0,0,0,57,0,15,0,5,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Yeni,2015,parl15_1,331,297,287,67,1,0,0,160,1,0,0,0,0,4,2,0,0,0,38,0,12,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Ogberler,2015,parl15_1,202,159,152,77,0,0,0,49,1,2,0,0,1,1,4,0,0,0,10,0,6,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,309,265,264,53,0,0,0,159,0,0,0,0,0,11,0,1,1,0,28,0,8,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Sabunlar,2015,parl15_1,140,130,122,85,0,0,0,16,1,0,0,0,0,0,1,0,4,0,12,1,0,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Cirgan,2015,parl15_1,167,139,135,62,0,0,0,51,0,4,1,0,0,0,1,0,0,0,12,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Asagidag,2015,parl15_1,303,276,269,118,0,0,1,62,1,3,0,0,0,2,0,0,1,0,76,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Findikli,2015,parl15_1,356,313,302,252,0,0,0,32,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Tepekoy,2015,parl15_1,360,314,310,101,0,0,0,130,2,0,0,0,0,14,1,0,0,0,54,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Karapinar-Asagi Cukur,2015,parl15_1,262,218,206,98,0,0,0,75,0,1,1,0,0,0,0,0,0,0,21,1,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,353,294,291,115,0,0,1,101,0,0,0,0,1,11,1,0,0,0,47,0,13,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Toyfanli,2015,parl15_1,177,166,160,63,1,0,1,50,0,0,1,0,2,0,0,0,1,0,34,0,6,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Baglik,2015,parl15_1,332,294,292,73,1,0,0,148,0,1,0,0,0,10,2,0,0,0,53,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Basorendogancilar,2015,parl15_1,300,249,232,131,0,0,1,42,3,6,1,0,2,0,0,0,1,0,40,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Sazkoy,2015,parl15_1,139,128,124,45,0,0,0,50,0,1,0,0,0,0,3,0,0,0,21,0,2,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Muhsinler,2015,parl15_1,182,168,158,77,1,0,0,57,0,0,1,0,0,1,1,1,0,0,12,1,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Hacilar,2015,parl15_1,333,294,283,90,1,0,0,103,2,8,0,0,0,1,0,0,0,0,59,1,16,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Damarli,2015,parl15_1,308,236,230,110,0,0,1,64,1,0,2,0,0,3,1,1,0,0,33,1,12,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Belediye Sitesi,2015,parl15_1,315,258,254,94,0,0,0,112,1,0,0,0,0,3,2,0,0,0,33,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Musausta,2015,parl15_1,257,235,226,83,0,0,1,88,1,1,0,0,2,1,2,0,0,0,25,1,19,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Camlik,2015,parl15_1,344,278,271,96,0,0,1,99,0,2,0,0,1,1,0,0,0,0,43,0,23,0,5,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Alparslan,2015,parl15_1,242,194,184,108,0,0,0,42,1,2,0,0,1,1,1,0,1,0,21,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,359,306,304,90,0,0,2,139,0,1,1,0,0,5,0,0,1,0,59,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kizilcapinar,2015,parl15_1,392,344,335,165,0,0,0,72,0,3,1,0,0,2,0,0,1,0,80,0,8,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,353,310,308,67,0,0,1,173,0,1,1,0,0,9,1,0,0,0,51,1,1,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Ketenciler,2015,parl15_1,338,313,304,143,0,0,1,80,0,5,0,0,1,1,0,0,1,0,66,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Akkoy,2015,parl15_1,238,228,221,17,0,0,1,190,1,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Daglica,2015,parl15_1,306,266,248,108,1,0,3,65,0,2,1,0,1,0,2,0,1,0,45,1,18,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Birlik,2015,parl15_1,374,309,298,116,0,0,1,115,0,3,1,0,0,0,0,0,0,0,50,0,10,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Gucek,2015,parl15_1,385,320,304,192,0,0,1,54,1,4,1,0,1,1,2,0,0,0,34,0,12,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Sofular,2015,parl15_1,205,174,170,77,1,0,0,65,2,3,0,0,0,0,0,0,0,0,19,0,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Goktepe,2015,parl15_1,193,172,168,102,0,0,1,28,0,1,0,0,0,0,2,0,0,0,32,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Saltukova-Duz,2015,parl15_1,241,222,217,61,0,0,0,107,0,3,2,0,0,1,0,0,0,0,40,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Yeni,2015,parl15_1,369,306,302,121,0,0,0,99,1,2,0,0,0,2,0,0,1,0,57,0,19,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Filyos-Abacik,2015,parl15_1,137,118,113,38,0,0,0,53,0,1,0,0,0,1,0,0,0,0,19,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Yeni,2015,parl15_1,377,309,304,84,0,0,0,135,0,1,0,0,0,6,0,0,0,0,67,0,9,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Sabirli,2015,parl15_1,149,138,132,111,0,0,2,12,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,358,310,303,120,0,0,0,76,0,2,0,0,0,7,1,0,0,0,91,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,300,263,259,70,0,0,0,132,0,0,0,0,0,2,0,0,0,0,46,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Asagidogancilar,2015,parl15_1,359,328,319,171,0,0,0,46,2,0,1,0,1,0,0,0,0,0,87,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Catak,2015,parl15_1,271,252,243,180,1,0,0,33,2,2,0,0,0,0,1,0,0,0,14,0,7,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,358,298,291,56,0,0,0,138,0,0,0,0,0,19,0,0,0,0,69,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Isafakili,2015,parl15_1,375,342,333,156,0,0,3,56,1,0,0,0,1,2,0,1,0,0,101,0,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Isafakili,2015,parl15_1,311,287,280,155,0,0,1,61,2,1,0,0,0,0,1,0,0,0,58,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Kabalar,2015,parl15_1,193,169,161,121,0,0,1,17,0,1,0,0,0,0,2,0,0,0,12,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Karsiyaka,2015,parl15_1,326,281,275,114,0,0,0,86,0,1,0,0,0,3,1,0,0,0,56,1,12,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Ahatli,2015,parl15_1,147,142,139,102,0,0,0,13,0,0,1,0,0,0,0,0,1,0,14,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Karsiyaka,2015,parl15_1,324,292,286,129,0,0,1,93,0,0,0,0,0,3,1,0,0,0,52,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Merkez,2015,parl15_1,352,298,296,118,0,0,0,99,0,1,0,0,0,2,0,0,0,0,68,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Belediye Sitesi,2015,parl15_1,315,248,244,97,0,0,1,86,0,1,0,0,0,4,0,0,0,0,44,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Tepekoy,2015,parl15_1,361,322,316,162,0,0,0,61,1,0,0,0,0,13,0,0,0,0,65,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Keller,2015,parl15_1,208,176,168,104,0,0,0,43,0,3,0,0,0,0,1,0,1,0,14,1,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,368,324,324,119,0,0,0,119,0,0,0,0,0,14,0,0,0,0,63,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,375,324,321,128,0,0,0,127,2,2,1,0,0,5,0,0,0,0,45,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,329,281,278,89,0,0,0,128,0,0,0,0,0,2,1,0,0,0,54,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,307,258,252,73,0,0,0,124,0,2,0,0,0,2,0,0,0,0,44,0,6,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yenidoganlar,2015,parl15_1,266,249,239,86,1,0,0,115,2,1,1,0,0,0,1,0,0,0,28,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yenimahalle,2015,parl15_1,280,253,250,107,0,0,0,74,0,1,0,0,0,4,0,0,0,0,56,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Akpinar,2015,parl15_1,251,222,214,54,0,0,2,127,2,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Ayvazlar,2015,parl15_1,207,184,181,49,0,0,0,106,1,1,0,0,0,1,0,0,0,0,15,0,3,0,5,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Dursunlar,2015,parl15_1,216,198,187,68,0,0,0,90,0,2,0,0,0,0,1,0,0,0,11,0,14,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Erenkoy,2015,parl15_1,111,101,94,43,0,0,0,28,1,4,2,0,0,1,0,0,0,0,10,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Gaziler,2015,parl15_1,333,306,292,109,0,0,2,151,1,3,0,0,0,0,0,0,0,0,14,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Filyos-Kocaali,2015,parl15_1,259,228,219,81,0,0,0,112,0,1,0,0,2,2,0,0,0,0,20,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Filyos-Oteyuz,2015,parl15_1,361,303,297,49,0,0,0,192,0,2,0,0,0,3,0,1,0,0,46,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Gokceler,2015,parl15_1,163,138,136,47,0,0,0,62,0,0,0,0,0,0,0,0,0,0,21,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Guzelyaka,2015,parl15_1,259,226,218,68,0,0,1,126,0,1,0,0,0,0,0,0,0,0,10,1,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Durhanli,2015,parl15_1,134,126,125,87,0,0,0,16,0,1,0,0,0,0,0,0,0,0,12,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Helvacilar,2015,parl15_1,356,299,290,167,1,0,0,67,4,1,2,0,2,1,3,1,1,0,30,2,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Helvacilar,2015,parl15_1,355,293,276,120,1,0,2,85,3,4,1,0,0,0,2,0,1,0,39,2,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Kozlukadi,2015,parl15_1,116,112,106,74,2,0,0,20,0,1,1,0,0,0,0,0,2,0,4,0,1,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Karapinar-Torlaklar,2015,parl15_1,228,197,188,87,0,0,0,78,0,3,0,0,1,0,1,0,0,0,12,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kayabasi,2015,parl15_1,296,259,245,89,0,0,0,119,1,1,1,0,0,2,2,1,2,0,21,1,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kerimler,2015,parl15_1,294,239,229,117,0,0,1,87,3,1,0,0,0,0,0,0,0,0,13,0,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Koramanlar,2015,parl15_1,381,338,326,135,0,0,2,140,1,1,1,0,0,1,2,0,0,0,28,1,10,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Sabunlar,2015,parl15_1,43,43,42,17,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Muharremsah,2015,parl15_1,304,272,254,95,1,0,1,120,2,3,1,0,0,0,1,0,2,0,19,1,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Nebioglu-Yeni Pazar,2015,parl15_1,323,278,264,126,2,0,3,87,1,2,0,0,0,1,1,0,0,0,32,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Nebioglu-Yeni Pazar,2015,parl15_1,323,282,267,127,0,0,3,77,1,3,2,0,0,2,0,4,0,0,40,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Karsiyaka,2015,parl15_1,350,306,293,105,0,0,0,103,1,0,0,0,0,2,1,0,0,0,65,1,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kavaklik,2015,parl15_1,316,264,257,86,0,0,0,117,2,1,0,0,0,2,1,0,0,0,43,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Persembe-Sari Kadi,2015,parl15_1,235,204,193,68,0,0,0,100,1,0,0,0,0,1,0,0,0,0,21,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Saltukova-Kokaksu,2015,parl15_1,316,284,281,70,0,0,0,173,0,0,0,0,0,0,1,0,0,0,31,0,4,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Serdaroglu,2015,parl15_1,248,219,214,67,1,0,2,104,0,3,0,0,0,3,0,0,1,0,25,1,6,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Tascili,2015,parl15_1,280,239,219,82,1,0,1,82,1,3,0,0,1,3,4,1,1,0,28,1,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Temenler,2015,parl15_1,208,182,174,56,0,0,0,105,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Velioglu,2015,parl15_1,296,256,241,109,1,0,1,91,0,2,0,0,0,1,1,0,0,0,24,1,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Velioglu,2015,parl15_1,295,272,245,104,0,0,0,103,2,1,0,0,1,1,1,1,2,0,21,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,344,290,284,78,0,0,1,156,0,2,0,0,0,3,0,0,0,0,34,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mithatpasa,2015,parl15_1,346,290,284,129,0,0,0,100,0,1,0,0,0,4,0,0,0,0,38,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,308,253,244,78,0,0,0,124,0,0,0,0,1,2,1,0,0,0,30,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Hisar Arkasi,2015,parl15_1,349,287,284,82,0,0,0,137,2,0,0,0,0,8,0,0,0,0,40,0,12,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yolgecen,2015,parl15_1,357,319,306,202,0,0,1,63,1,0,0,0,0,0,0,1,0,0,23,0,14,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Atakoy,2015,parl15_1,385,339,334,239,0,0,1,41,3,2,1,0,0,2,1,0,0,0,32,0,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Bakircilar,2015,parl15_1,128,110,107,59,0,0,0,24,2,0,2,0,0,0,0,0,0,0,17,1,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Bolucek,2015,parl15_1,281,234,227,103,0,0,1,68,1,4,1,0,0,1,1,0,1,0,28,0,18,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Bukkoy,2015,parl15_1,293,249,242,92,0,0,1,101,0,1,0,0,0,0,2,0,1,0,32,2,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Burhanoglu,2015,parl15_1,254,203,197,76,0,0,1,68,2,2,3,0,0,2,0,0,3,0,30,1,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Caydegirmeni-Yeni,2015,parl15_1,254,226,225,91,0,0,0,76,0,2,0,0,0,4,0,0,0,0,45,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Comaklar,2015,parl15_1,112,102,97,59,0,0,0,22,0,1,0,0,0,0,1,0,1,0,8,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Eski,2015,parl15_1,351,271,262,92,0,0,2,121,1,0,0,0,1,5,2,0,1,0,28,1,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Terakki,2015,parl15_1,342,264,249,87,0,0,0,110,1,0,2,0,0,1,0,0,1,0,33,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Halilbeyoglu,2015,parl15_1,372,294,287,123,1,0,0,120,1,0,1,0,1,4,0,0,0,0,23,1,10,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Kabaca,2015,parl15_1,317,250,220,149,1,0,0,33,3,1,2,0,3,0,0,1,3,0,14,2,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Karsiyaka,2015,parl15_1,350,271,264,118,0,0,0,106,2,0,1,0,0,1,0,0,0,0,26,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Egerci,2015,parl15_1,323,221,213,110,0,0,0,70,2,0,2,0,0,0,1,1,0,0,22,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Kozluguney,2015,parl15_1,79,71,69,26,0,0,0,33,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Kurudere,2015,parl15_1,228,196,186,81,0,0,2,67,0,4,1,0,1,1,2,0,2,0,12,2,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Cuma Yani,2015,parl15_1,315,268,260,62,0,0,0,151,1,0,0,0,0,0,0,0,0,0,32,0,11,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Oguzhan,2015,parl15_1,280,234,223,109,0,0,1,62,5,1,1,0,0,0,0,1,0,0,29,0,11,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Osmanbeyler,2015,parl15_1,130,122,116,44,0,0,1,36,0,2,0,0,1,0,0,0,0,0,27,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kayikcilar,2015,parl15_1,394,356,345,62,0,0,0,188,0,3,0,0,1,11,2,0,0,0,70,0,8,0,0,0,2015_6_Zonguldak
