edate,prov,ilce,name,year,type,regvoter,actvoter,validvoter,p_akp,p_anadolupartisi,p_bgmz,p_btp,p_chp,p_dp,p_dsp,p_dyp,p_hakpar,p_hap,p_hdp,p_hkp,p_kp,p_ldp,p_mep,p_mhp,p_millet,p_saadet,p_turkparti,p_vatan,p_yurtp,edate_prov
2015_6,Zonguldak,Eregli,Sarikokmaz,2015,parl15_1,277,243,239,104,0,0,0,62,0,0,0,0,0,6,0,0,0,0,55,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Caydegirmeni-Yeni,2015,parl15_1,255,220,214,90,0,0,1,71,3,1,0,0,0,2,1,0,1,0,37,0,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Camkoy,2015,parl15_1,158,145,138,81,0,0,0,39,0,4,0,0,0,0,1,0,0,0,9,1,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Uckoy,2015,parl15_1,322,292,287,91,0,0,0,124,1,1,0,0,0,2,2,0,2,0,43,2,2,0,17,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Guluc-Bekyeri,2015,parl15_1,318,277,271,94,0,0,0,75,1,0,0,0,0,6,0,0,0,0,87,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yenikoy,2015,parl15_1,181,170,166,122,1,0,1,22,2,0,0,0,1,1,0,0,0,0,16,0,0,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,On Temmuz,2015,parl15_1,363,298,295,123,0,0,0,102,0,1,0,0,0,2,1,0,0,0,48,0,17,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yukaridere,2015,parl15_1,238,204,198,72,0,0,0,76,0,1,0,0,1,1,0,0,1,0,32,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Merkez,2015,parl15_1,339,293,291,64,0,0,0,163,0,0,0,0,1,2,1,1,0,0,41,1,11,0,6,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Eveyikli,2015,parl15_1,145,122,117,49,0,0,0,42,1,1,0,0,2,0,2,0,0,0,14,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Murtaza,2015,parl15_1,342,275,273,109,0,0,1,91,0,2,0,0,0,13,0,0,0,0,43,0,12,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,340,274,271,86,0,0,0,96,1,0,1,0,0,4,0,0,0,0,65,1,15,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Guney,2015,parl15_1,376,317,310,125,0,0,0,87,0,0,0,0,0,1,0,0,0,0,71,0,23,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,292,254,245,58,0,0,0,138,0,1,0,0,0,3,1,0,0,0,34,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Yeni,2015,parl15_1,330,278,270,70,0,0,2,143,0,1,0,0,1,3,1,0,0,0,40,0,6,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,380,338,332,109,0,0,1,134,1,1,0,0,1,6,0,0,0,0,72,1,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Gelik-Esen,2015,parl15_1,378,323,305,130,0,0,0,108,2,2,0,0,0,1,0,0,0,0,35,1,26,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Baglik,2015,parl15_1,361,317,315,99,0,0,0,136,1,0,0,0,1,12,0,0,0,0,59,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Osmanli,2015,parl15_1,198,173,166,100,0,0,1,29,1,3,0,0,1,0,0,0,1,0,24,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Mekekler,2015,parl15_1,92,87,87,28,0,0,0,41,0,0,0,0,0,0,0,0,0,0,15,0,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Bahcelievler,2015,parl15_1,342,282,276,109,2,0,0,89,1,0,0,0,0,4,2,0,0,0,59,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Baglik,2015,parl15_1,339,286,279,115,0,0,1,105,0,3,0,0,0,3,0,0,0,0,42,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Guldere,2015,parl15_1,272,236,230,109,0,0,1,64,0,1,0,0,2,8,1,0,0,0,34,0,8,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Purtuloglu,2015,parl15_1,138,111,106,45,0,0,0,40,2,0,1,0,1,1,0,1,0,0,11,2,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Terakki,2015,parl15_1,341,286,278,86,1,0,3,126,0,0,0,0,0,8,0,0,0,0,43,0,8,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,378,316,316,109,0,0,1,143,0,1,0,0,0,1,0,0,1,0,56,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Omerli,2015,parl15_1,241,231,225,135,0,0,0,67,1,2,0,0,0,0,1,0,0,0,18,0,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kirmanli,2015,parl15_1,307,276,272,79,0,0,1,127,0,0,0,0,0,17,0,0,0,0,42,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Cicekli,2015,parl15_1,101,92,90,54,0,0,0,13,0,0,1,0,0,0,2,0,0,0,17,1,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Onmayis,2015,parl15_1,232,209,202,68,1,0,0,89,0,2,1,0,0,2,0,0,0,0,32,0,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Emirsah,2015,parl15_1,202,178,164,71,1,0,2,63,1,1,1,0,0,1,1,0,0,0,17,0,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,On Temmuz,2015,parl15_1,330,272,265,69,1,0,1,142,5,0,0,0,0,1,0,0,0,0,41,0,2,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Osmanli,2015,parl15_1,257,224,216,66,0,0,1,114,0,1,0,0,1,1,1,0,1,0,23,0,4,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,377,306,302,97,0,0,0,127,0,0,0,0,1,6,0,0,0,0,56,0,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Sandallar,2015,parl15_1,371,321,313,73,0,0,1,162,3,4,1,0,2,1,3,0,1,0,55,1,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Danismentli,2015,parl15_1,348,312,296,154,1,0,3,92,2,4,2,0,0,1,1,0,0,0,31,1,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Ihsaniye,2015,parl15_1,362,294,289,128,0,0,0,107,0,3,0,0,0,2,0,0,0,0,36,0,13,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Gelik-Ayici Merkez,2015,parl15_1,321,259,250,110,0,0,1,79,0,2,0,0,1,1,0,0,0,0,49,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Tepekoy,2015,parl15_1,361,324,316,142,0,0,1,72,1,0,1,0,0,7,0,0,1,0,82,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Esentepe,2015,parl15_1,124,119,114,42,0,0,1,50,0,0,0,0,1,0,0,0,0,0,6,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Guluc-Cengel,2015,parl15_1,330,278,276,80,0,0,0,141,0,0,1,0,0,2,0,0,0,0,44,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kulah,2015,parl15_1,301,278,267,118,0,0,0,101,0,7,0,0,0,1,1,0,1,0,34,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Agalar,2015,parl15_1,347,298,288,108,0,0,1,101,1,0,0,0,0,3,1,0,0,0,65,0,6,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Velikoy,2015,parl15_1,265,231,223,92,0,0,3,79,2,0,0,0,0,1,1,0,2,0,29,0,13,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Uzuncayir,2015,parl15_1,253,212,208,57,0,0,1,97,2,0,1,0,0,3,0,0,0,0,42,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Gemiciler,2015,parl15_1,253,215,209,60,0,0,0,121,0,1,0,0,0,1,0,0,0,0,22,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,329,274,271,38,0,0,0,149,0,1,3,0,0,13,0,0,0,0,55,1,9,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Sofular,2015,parl15_1,290,264,248,126,0,0,0,66,3,4,1,0,1,0,3,0,0,0,38,1,4,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,353,292,282,87,0,0,0,113,0,0,0,0,0,5,0,0,0,0,61,0,16,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,359,296,294,91,0,0,1,120,0,1,0,0,0,5,0,0,0,0,55,0,18,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Cagli,2015,parl15_1,192,167,146,69,0,0,0,44,0,1,0,0,0,0,1,0,0,0,25,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Dogancilar,2015,parl15_1,299,263,251,75,0,0,1,122,1,0,0,0,0,1,1,0,0,0,42,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Aydinlar,2015,parl15_1,192,159,145,58,0,0,1,57,0,3,0,0,1,2,0,0,1,0,11,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,369,331,324,139,0,0,1,99,3,0,3,0,0,4,0,0,0,0,68,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Caykoy,2015,parl15_1,241,213,207,124,0,0,0,48,0,2,1,0,0,0,0,0,1,0,23,1,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Karaelmas,2015,parl15_1,378,298,293,73,0,0,1,155,0,1,0,0,0,1,0,1,1,0,50,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yedigelli,2015,parl15_1,245,226,217,165,0,0,0,16,0,2,0,0,0,1,0,0,1,0,29,0,3,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Yilanlicakuz,2015,parl15_1,249,216,204,119,1,0,0,46,2,2,0,0,0,1,1,0,1,0,15,1,13,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Cukuroren,2015,parl15_1,270,239,230,107,0,0,0,59,1,2,0,0,0,2,0,0,0,0,37,0,20,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Esenkoy,2015,parl15_1,170,142,134,87,1,0,2,23,3,0,0,0,0,1,2,0,0,0,13,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Sarmasik,2015,parl15_1,111,102,100,31,0,0,1,57,0,0,0,0,0,0,1,0,0,0,6,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,360,304,300,111,0,0,0,106,0,0,0,0,0,0,1,0,0,0,70,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Inagzi,2015,parl15_1,350,307,302,98,0,0,1,133,0,1,0,0,1,2,2,0,0,0,54,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Uckoy,2015,parl15_1,159,131,130,89,0,0,0,21,1,0,0,0,0,0,0,0,1,0,14,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,329,283,275,52,0,0,0,144,0,0,0,0,0,9,0,1,1,0,53,0,9,0,6,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,359,299,293,101,0,0,0,131,1,1,0,0,0,6,0,0,0,0,38,0,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Torlaklar,2015,parl15_1,274,256,244,83,1,0,0,123,1,1,0,0,1,1,1,0,0,0,26,1,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kavaklik,2015,parl15_1,353,313,304,115,0,0,0,106,6,1,0,0,1,3,2,0,0,0,60,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,360,315,311,117,0,0,0,96,0,1,0,0,0,4,0,0,0,0,72,0,20,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kerimler,2015,parl15_1,232,219,206,87,0,0,1,88,0,2,0,0,0,1,2,0,1,0,16,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Sutluce,2015,parl15_1,214,186,177,124,0,0,0,34,0,1,0,0,2,0,1,0,0,0,6,1,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Elvanpazarcik-Cumhuriyet,2015,parl15_1,147,133,133,62,0,0,1,36,1,0,1,0,1,1,0,0,0,0,26,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Yeni,2015,parl15_1,369,284,279,104,0,0,0,121,1,0,0,0,0,0,2,0,0,0,40,1,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kirmaci,2015,parl15_1,360,338,332,76,1,0,0,180,1,0,0,0,0,3,0,0,0,0,63,0,5,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kizilbel,2015,parl15_1,381,321,290,153,1,0,1,86,3,1,0,0,0,0,1,0,1,0,27,0,14,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Kardesler,2015,parl15_1,155,132,122,42,1,0,0,50,0,0,0,0,0,0,0,0,1,0,21,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,364,281,277,45,0,0,0,181,1,0,1,0,0,2,0,1,0,0,36,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,340,290,286,48,1,0,0,168,0,2,0,0,0,12,2,0,0,0,41,0,10,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Merkez,2015,parl15_1,338,284,275,70,1,0,1,161,5,0,0,0,1,2,0,0,0,0,24,0,9,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Cigdemli,2015,parl15_1,276,260,242,140,0,0,0,49,0,2,0,0,1,0,0,1,2,0,38,2,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yukaridere,2015,parl15_1,239,202,196,81,0,0,0,83,0,1,0,0,0,0,1,0,0,0,22,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,293,254,251,66,0,0,0,129,1,3,0,0,0,3,0,1,0,0,39,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Sivriler,2015,parl15_1,232,185,177,66,0,0,2,47,1,0,1,0,0,0,0,0,1,0,57,0,1,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,297,266,264,73,0,0,0,134,0,0,0,0,0,1,0,1,0,0,43,0,11,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Kisla,2015,parl15_1,370,321,304,117,0,0,0,141,2,3,0,0,1,1,1,0,1,0,22,1,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,348,287,283,92,0,0,0,112,1,4,0,0,0,6,1,0,1,0,52,0,12,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Kasimli,2015,parl15_1,274,237,227,183,0,0,1,10,2,0,1,0,1,0,3,0,1,0,17,0,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Merkez,2015,parl15_1,351,292,288,104,0,0,0,115,0,3,0,0,0,1,0,0,0,0,54,0,8,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Fatih,2015,parl15_1,365,309,306,137,0,0,0,91,0,0,2,0,0,4,2,0,0,0,48,0,21,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,19 Mayis,2015,parl15_1,237,200,195,85,0,0,0,75,0,3,0,0,0,3,0,0,0,0,27,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Incivez,2015,parl15_1,363,311,310,84,0,0,0,143,0,0,0,0,0,17,0,0,1,0,54,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Dilaver,2015,parl15_1,317,257,252,109,0,0,0,85,0,1,0,0,0,2,1,0,0,0,48,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Toyfanli,2015,parl15_1,321,292,278,140,0,0,0,80,0,4,0,0,2,2,2,1,0,0,40,0,6,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Senkoy,2015,parl15_1,239,209,195,81,0,0,1,74,0,0,0,0,0,1,0,1,0,0,31,2,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Karapinar-Merkez,2015,parl15_1,275,243,229,110,0,0,0,71,0,1,1,0,0,0,0,0,0,0,35,1,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Mumcuoglu,2015,parl15_1,167,140,132,69,0,0,1,39,3,1,0,0,0,2,0,0,0,0,11,0,5,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Ormanli-Sarikaya,2015,parl15_1,361,329,316,171,0,0,1,51,0,0,1,0,0,2,0,0,0,0,83,0,5,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Yeni Siteler,2015,parl15_1,368,320,316,106,0,0,0,130,2,0,0,0,0,4,0,0,1,0,64,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ismet Pasa,2015,parl15_1,360,299,290,124,0,0,0,80,0,2,0,0,0,1,1,0,0,0,65,0,16,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Serdaroglu,2015,parl15_1,58,55,51,36,1,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Guney,2015,parl15_1,364,283,271,96,0,0,0,119,0,1,0,0,0,7,1,0,0,0,32,0,15,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,295,249,249,73,0,0,0,116,0,0,0,0,0,1,0,0,0,0,48,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Cay,2015,parl15_1,295,262,255,82,0,0,0,123,1,1,0,0,1,2,0,0,0,0,31,2,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Caykoy,2015,parl15_1,183,167,166,71,0,0,0,60,0,0,0,0,0,0,0,0,0,0,24,0,11,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Tepebasi,2015,parl15_1,350,297,290,116,0,0,0,97,2,1,0,0,0,8,0,0,0,0,56,0,10,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Isabeyli,2015,parl15_1,252,215,204,136,1,0,0,26,3,4,1,0,0,1,2,0,0,0,18,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Kiran,2015,parl15_1,184,167,165,118,0,0,1,25,1,2,0,0,0,1,0,0,1,0,11,1,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Merkez,2015,parl15_1,347,301,299,60,0,0,0,172,0,2,0,0,0,6,0,0,1,0,44,0,13,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Bolum,2015,parl15_1,331,263,254,128,0,0,0,63,1,0,0,0,1,2,1,0,2,0,47,0,9,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,376,302,294,131,1,0,1,74,0,3,1,0,0,0,0,0,2,0,62,1,14,0,4,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Cay,2015,parl15_1,326,285,276,80,0,0,0,159,1,0,0,0,1,3,0,0,0,0,25,0,7,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Nizamlar,2015,parl15_1,322,286,270,164,0,0,0,54,8,2,0,0,0,0,4,0,1,0,23,1,13,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Gumeli-Merkez,2015,parl15_1,263,230,228,24,0,0,0,164,4,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Oren,2015,parl15_1,351,313,305,156,1,0,0,84,2,2,0,0,1,1,0,0,0,0,50,0,7,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Hamzafakili,2015,parl15_1,366,334,329,97,0,0,1,83,2,2,0,0,1,3,1,0,1,0,134,0,3,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Alapli,Gumeli-Findikli Agili,2015,parl15_1,115,107,106,13,0,0,0,88,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Dagkoy,2015,parl15_1,233,209,205,116,0,0,2,36,1,2,1,0,0,1,1,0,0,0,28,0,17,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Eski,2015,parl15_1,352,305,302,114,0,0,0,115,0,0,0,0,0,0,0,0,1,0,55,0,16,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,359,297,281,126,0,0,0,78,0,1,0,0,0,1,1,0,0,0,60,0,14,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Sofular,2015,parl15_1,194,174,156,76,1,0,0,43,1,1,0,0,1,1,0,1,1,0,24,1,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,359,302,296,106,0,0,0,110,0,1,0,0,0,0,0,0,0,0,61,0,17,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Guldere,2015,parl15_1,273,245,239,151,0,0,0,45,0,0,0,0,0,6,0,0,0,0,32,1,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yukariihsaniye,2015,parl15_1,157,120,118,40,0,0,0,61,0,0,0,0,1,2,0,0,0,0,12,0,2,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mesrutiyet,2015,parl15_1,364,316,310,63,0,0,0,169,0,4,0,0,0,7,0,0,0,0,54,0,13,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Dilaver,2015,parl15_1,316,246,241,94,0,0,0,82,0,0,0,0,1,1,3,1,0,0,55,0,2,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Hisar Arkasi,2015,parl15_1,350,276,272,52,0,0,1,189,0,1,0,0,0,3,1,0,0,0,19,0,6,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Guzelyurt,2015,parl15_1,267,221,206,70,0,0,0,109,2,1,0,0,0,1,0,0,0,0,19,1,2,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Turkali,2015,parl15_1,354,316,304,52,0,0,0,140,3,1,0,0,1,0,1,0,1,0,96,0,8,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Pehlivanlar,2015,parl15_1,357,311,308,105,0,0,1,108,1,0,0,0,0,11,2,0,0,0,60,0,18,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Omerli,2015,parl15_1,318,284,281,134,0,0,2,74,4,0,2,0,0,1,0,0,1,0,48,1,7,0,7,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,378,320,319,109,1,0,0,132,0,0,0,0,0,2,1,0,0,0,68,0,4,0,2,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Tasbaca,2015,parl15_1,255,194,186,58,0,0,0,92,2,0,1,0,0,2,0,0,0,0,26,0,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mithatpasa,2015,parl15_1,301,242,238,102,0,0,0,84,0,0,0,0,0,2,0,0,0,0,44,1,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,348,304,298,83,0,0,1,145,1,0,0,0,0,3,0,0,0,0,48,0,14,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Mithatpasa,2015,parl15_1,300,252,246,84,0,0,0,88,1,1,0,0,0,4,0,0,0,0,57,0,8,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Devrek,Ozbagi,2015,parl15_1,212,183,174,34,0,0,0,113,0,3,0,0,0,1,0,0,1,0,14,0,5,0,3,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Yeni,2015,parl15_1,377,315,312,90,1,0,0,146,0,0,0,0,0,6,1,0,0,0,57,0,10,0,1,0,2015_6_Zonguldak
2015_6,Zonguldak,Kozlu,Merkez,2015,parl15_1,360,309,303,113,0,0,0,80,0,0,1,0,0,0,0,0,0,0,90,0,19,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Zonguldak Merkez,Yesil,2015,parl15_1,313,275,274,88,0,0,0,104,0,1,0,0,0,2,0,0,0,0,60,0,19,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Kilimli,Catalagzi-Kirimsa,2015,parl15_1,331,302,290,136,1,0,0,77,1,0,0,0,0,1,2,0,0,0,60,0,12,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Gokcebey,Bakacakkadi-Merkez,2015,parl15_1,330,290,278,101,0,0,1,133,0,0,0,0,0,4,1,0,0,0,36,1,1,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Rusanlar,2015,parl15_1,188,181,171,76,0,0,0,27,1,5,1,0,0,1,1,0,1,0,52,2,4,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kandilli-Merkez,2015,parl15_1,283,230,223,81,0,0,0,81,0,1,0,0,0,9,0,0,0,0,45,1,5,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Eregli,Kepez,2015,parl15_1,358,315,313,133,0,0,1,106,2,0,0,0,0,1,0,0,0,0,61,1,8,0,0,0,2015_6_Zonguldak
2015_6,Zonguldak,Caycuma,Tascili,2015,parl15_1,281,238,224,121,1,0,0,66,1,3,1,0,1,4,0,0,1,0,13,2,10,0,0,0,2015_6_Zonguldak
