,Kommun,KommunParty,Lan,N,Party,Race,Year,chisquare-benford-3d,chisquare-benford-mix,chisquare-mean-sim,chisquare-uniform,lilliefors-type-test
3735,65.0,,17.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
3736,65.0,,17.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
3737,65.0,,17.0,7.0,p_S,riksdagsval,2010,,,,,0.0
3738,65.0,,17.0,7.0,p_V,riksdagsval,2010,,,,,0.0
3739,65.0,,17.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
3740,65.0,,17.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
3741,65.0,,17.0,7.0,p_other,riksdagsval,2010,,,,,0.0
3742,66.0,,17.0,12.0,p_M,riksdagsval,2010,,,,,0.0
3743,66.0,,17.0,12.0,p_C,riksdagsval,2010,,,,,0.0
3744,66.0,,17.0,12.0,p_FP,riksdagsval,2010,,,,,0.0
3745,66.0,,17.0,12.0,p_KD,riksdagsval,2010,,,,,0.0
3746,66.0,,17.0,12.0,p_S,riksdagsval,2010,,,,,0.0
3747,66.0,,17.0,12.0,p_V,riksdagsval,2010,,,,,0.0
3748,66.0,,17.0,12.0,p_MP,riksdagsval,2010,,,,,0.0
3749,66.0,,17.0,12.0,p_SD,riksdagsval,2010,,,,,0.0
3750,66.0,,17.0,12.0,p_other,riksdagsval,2010,,,,,0.0
3751,80.0,,17.0,53.0,p_M,riksdagsval,2010,0.38116929621878504,0.378389918269,0.40238920745,0.396565940863,0.575
3752,80.0,,17.0,53.0,p_C,riksdagsval,2010,0.4587365966829998,0.361047266698,0.467585773901,0.46559465113,0.445
3753,80.0,,17.0,53.0,p_FP,riksdagsval,2010,0.4822997471152699,0.344717774769,0.49206264172,0.50217289322,0.675
3754,80.0,,17.0,53.0,p_KD,riksdagsval,2010,0.8556097499944537,0.922321302808,0.783592678956,0.840837042537,0.85
3755,80.0,,17.0,53.0,p_S,riksdagsval,2010,0.2361475646073835,0.236147564607,0.27677213553,0.25314586285,0.635
3756,80.0,,17.0,53.0,p_V,riksdagsval,2010,0.6225717526326087,0.314359751025,0.684401091413,0.656756211109,0.625
3757,80.0,,17.0,53.0,p_MP,riksdagsval,2010,0.20448284554660276,0.164393307323,0.170203033219,0.20804300005,0.025
3758,80.0,,17.0,53.0,p_SD,riksdagsval,2010,0.9584897417177727,0.864405082946,0.964925034788,0.962780045513,0.88
3759,80.0,,17.0,53.0,p_other,riksdagsval,2010,0.1066756678194111,0.0569888492326,0.0997979030044,0.110132273911,0.335
3760,81.0,,17.0,19.0,p_M,riksdagsval,2010,,,,,0.0
3761,81.0,,17.0,19.0,p_C,riksdagsval,2010,,,,,0.0
3762,81.0,,17.0,19.0,p_FP,riksdagsval,2010,,,,,0.0
3763,81.0,,17.0,19.0,p_KD,riksdagsval,2010,,,,,0.0
3764,81.0,,17.0,19.0,p_S,riksdagsval,2010,,,,,0.0
3765,81.0,,17.0,19.0,p_V,riksdagsval,2010,,,,,0.0
3766,81.0,,17.0,19.0,p_MP,riksdagsval,2010,,,,,0.0
3767,81.0,,17.0,19.0,p_SD,riksdagsval,2010,,,,,0.0
3768,81.0,,17.0,19.0,p_other,riksdagsval,2010,,,,,0.0
3769,82.0,,17.0,11.0,p_M,riksdagsval,2010,,,,,0.0
3770,82.0,,17.0,11.0,p_C,riksdagsval,2010,,,,,0.0
3771,82.0,,17.0,11.0,p_FP,riksdagsval,2010,,,,,0.0
3772,82.0,,17.0,11.0,p_KD,riksdagsval,2010,,,,,0.0
3773,82.0,,17.0,11.0,p_S,riksdagsval,2010,,,,,0.0
3774,82.0,,17.0,11.0,p_V,riksdagsval,2010,,,,,0.0
3775,82.0,,17.0,11.0,p_MP,riksdagsval,2010,,,,,0.0
3776,82.0,,17.0,11.0,p_SD,riksdagsval,2010,,,,,0.0
3777,82.0,,17.0,11.0,p_other,riksdagsval,2010,,,,,0.0
3778,83.0,,17.0,7.0,p_M,riksdagsval,2010,,,,,0.0
3779,83.0,,17.0,7.0,p_C,riksdagsval,2010,,,,,0.0
3780,83.0,,17.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
3781,83.0,,17.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
3782,83.0,,17.0,7.0,p_S,riksdagsval,2010,,,,,0.0
3783,83.0,,17.0,7.0,p_V,riksdagsval,2010,,,,,0.0
3784,83.0,,17.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
3785,83.0,,17.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
3786,83.0,,17.0,7.0,p_other,riksdagsval,2010,,,,,0.0
3787,84.0,,17.0,17.0,p_M,riksdagsval,2010,,,,,0.0
3788,84.0,,17.0,17.0,p_C,riksdagsval,2010,,,,,0.0
3789,84.0,,17.0,17.0,p_FP,riksdagsval,2010,,,,,0.0
3790,84.0,,17.0,17.0,p_KD,riksdagsval,2010,,,,,0.0
3791,84.0,,17.0,17.0,p_S,riksdagsval,2010,0.8678597879635823,0.867859787964,0.879884772229,0.854318141,0.41
3792,84.0,,17.0,17.0,p_V,riksdagsval,2010,0.9364153056488635,0.925357982462,0.943589709253,0.936368672805,0.65
3793,84.0,,17.0,17.0,p_MP,riksdagsval,2010,0.939415385123531,0.951522807363,0.95135378301,0.936368672805,0.695
3794,84.0,,17.0,17.0,p_SD,riksdagsval,2010,,,,,0.0
3795,84.0,,17.0,17.0,p_other,riksdagsval,2010,,,,,0.0
3796,85.0,,17.0,10.0,p_M,riksdagsval,2010,,,,,0.0
3797,85.0,,17.0,10.0,p_C,riksdagsval,2010,,,,,0.0
3798,85.0,,17.0,10.0,p_FP,riksdagsval,2010,,,,,0.0
3799,85.0,,17.0,10.0,p_KD,riksdagsval,2010,,,,,0.0
3800,85.0,,17.0,10.0,p_S,riksdagsval,2010,,,,,0.0
3801,85.0,,17.0,10.0,p_V,riksdagsval,2010,,,,,0.0
3802,85.0,,17.0,10.0,p_MP,riksdagsval,2010,,,,,0.0
3803,85.0,,17.0,10.0,p_SD,riksdagsval,2010,,,,,0.0
3804,85.0,,17.0,10.0,p_other,riksdagsval,2010,,,,,0.0
3805,14.0,,18.0,7.0,p_M,riksdagsval,2010,,,,,0.0
3806,14.0,,18.0,7.0,p_C,riksdagsval,2010,,,,,0.0
3807,14.0,,18.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
3808,14.0,,18.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
3809,14.0,,18.0,7.0,p_S,riksdagsval,2010,,,,,0.0
3810,14.0,,18.0,7.0,p_V,riksdagsval,2010,,,,,0.0
3811,14.0,,18.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
3812,14.0,,18.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
3813,14.0,,18.0,7.0,p_other,riksdagsval,2010,,,,,0.0
3814,60.0,,18.0,6.0,p_M,riksdagsval,2010,,,,,0.0
3815,60.0,,18.0,6.0,p_C,riksdagsval,2010,,,,,0.0
3816,60.0,,18.0,6.0,p_FP,riksdagsval,2010,,,,,0.0
3817,60.0,,18.0,6.0,p_KD,riksdagsval,2010,,,,,0.0
3818,60.0,,18.0,6.0,p_S,riksdagsval,2010,,,,,0.0
3819,60.0,,18.0,6.0,p_V,riksdagsval,2010,,,,,0.0
3820,60.0,,18.0,6.0,p_MP,riksdagsval,2010,,,,,0.0
3821,60.0,,18.0,6.0,p_SD,riksdagsval,2010,,,,,0.0
3822,60.0,,18.0,6.0,p_other,riksdagsval,2010,,,,,0.0
3823,61.0,,18.0,12.0,p_M,riksdagsval,2010,,,,,0.0
3824,61.0,,18.0,12.0,p_C,riksdagsval,2010,,,,,0.0
3825,61.0,,18.0,12.0,p_FP,riksdagsval,2010,,,,,0.0
3826,61.0,,18.0,12.0,p_KD,riksdagsval,2010,,,,,0.0
3827,61.0,,18.0,12.0,p_S,riksdagsval,2010,,,,,0.0
3828,61.0,,18.0,12.0,p_V,riksdagsval,2010,,,,,0.0
3829,61.0,,18.0,12.0,p_MP,riksdagsval,2010,,,,,0.0
3830,61.0,,18.0,12.0,p_SD,riksdagsval,2010,,,,,0.0
3831,61.0,,18.0,12.0,p_other,riksdagsval,2010,,,,,0.0
3832,62.0,,18.0,8.0,p_M,riksdagsval,2010,,,,,0.0
3833,62.0,,18.0,8.0,p_C,riksdagsval,2010,,,,,0.0
3834,62.0,,18.0,8.0,p_FP,riksdagsval,2010,,,,,0.0
3835,62.0,,18.0,8.0,p_KD,riksdagsval,2010,,,,,0.0
3836,62.0,,18.0,8.0,p_S,riksdagsval,2010,,,,,0.0
3837,62.0,,18.0,8.0,p_V,riksdagsval,2010,,,,,0.0
3838,62.0,,18.0,8.0,p_MP,riksdagsval,2010,,,,,0.0
3839,62.0,,18.0,8.0,p_SD,riksdagsval,2010,,,,,0.0
3840,62.0,,18.0,8.0,p_other,riksdagsval,2010,,,,,0.0
3841,63.0,,18.0,6.0,p_M,riksdagsval,2010,,,,,0.0
3842,63.0,,18.0,6.0,p_C,riksdagsval,2010,,,,,0.0
3843,63.0,,18.0,6.0,p_FP,riksdagsval,2010,,,,,0.0
3844,63.0,,18.0,6.0,p_KD,riksdagsval,2010,,,,,0.0
3845,63.0,,18.0,6.0,p_S,riksdagsval,2010,,,,,0.0
3846,63.0,,18.0,6.0,p_V,riksdagsval,2010,,,,,0.0
3847,63.0,,18.0,6.0,p_MP,riksdagsval,2010,,,,,0.0
3848,63.0,,18.0,6.0,p_SD,riksdagsval,2010,,,,,0.0
3849,63.0,,18.0,6.0,p_other,riksdagsval,2010,,,,,0.0
3850,64.0,,18.0,6.0,p_M,riksdagsval,2010,,,,,0.0
3851,64.0,,18.0,6.0,p_C,riksdagsval,2010,,,,,0.0
3852,64.0,,18.0,6.0,p_FP,riksdagsval,2010,,,,,0.0
3853,64.0,,18.0,6.0,p_KD,riksdagsval,2010,,,,,0.0
3854,64.0,,18.0,6.0,p_S,riksdagsval,2010,,,,,0.0
3855,64.0,,18.0,6.0,p_V,riksdagsval,2010,,,,,0.0
3856,64.0,,18.0,6.0,p_MP,riksdagsval,2010,,,,,0.0
3857,64.0,,18.0,6.0,p_SD,riksdagsval,2010,,,,,0.0
3858,64.0,,18.0,6.0,p_other,riksdagsval,2010,,,,,0.0
3859,80.0,,18.0,86.0,p_M,riksdagsval,2010,0.7989125520840726,0.821296738315,0.776883483928,0.776503493546,0.82
3860,80.0,,18.0,86.0,p_C,riksdagsval,2010,0.029518646180220553,0.0060686418784,0.04134965729,0.0330754047254,0.065
3861,80.0,,18.0,86.0,p_FP,riksdagsval,2010,0.1908537840856921,0.155259334572,0.186406423051,0.193135854834,0.455
3862,80.0,,18.0,86.0,p_KD,riksdagsval,2010,0.9997203458964965,0.987660050739,0.999516032373,0.999834970598,0.995
3863,80.0,,18.0,86.0,p_S,riksdagsval,2010,0.45112544915655617,0.448839983886,0.441478651299,0.470077610357,0.37
3864,80.0,,18.0,86.0,p_V,riksdagsval,2010,0.3594209766626803,0.387745845907,0.331740365397,0.346732974654,0.36
3865,80.0,,18.0,86.0,p_MP,riksdagsval,2010,0.22472326846092108,0.153966855102,0.252840470655,0.232292433974,0.385
3866,80.0,,18.0,86.0,p_SD,riksdagsval,2010,0.4214318213496429,0.303691418378,0.417438742042,0.426610645273,0.65
3867,80.0,,18.0,86.0,p_other,riksdagsval,2010,0.7938399663086376,0.618275177412,0.837444977313,0.798573488144,0.93
3868,81.0,,18.0,11.0,p_M,riksdagsval,2010,,,,,0.0
3869,81.0,,18.0,11.0,p_C,riksdagsval,2010,,,,,0.0
3870,81.0,,18.0,11.0,p_FP,riksdagsval,2010,,,,,0.0
3871,81.0,,18.0,11.0,p_KD,riksdagsval,2010,,,,,0.0
3872,81.0,,18.0,11.0,p_S,riksdagsval,2010,,,,,0.0
3873,81.0,,18.0,11.0,p_V,riksdagsval,2010,,,,,0.0
3874,81.0,,18.0,11.0,p_MP,riksdagsval,2010,,,,,0.0
3875,81.0,,18.0,11.0,p_SD,riksdagsval,2010,,,,,0.0
3876,81.0,,18.0,11.0,p_other,riksdagsval,2010,,,,,0.0
3877,82.0,,18.0,13.0,p_M,riksdagsval,2010,,,,,0.0
3878,82.0,,18.0,13.0,p_C,riksdagsval,2010,,,,,0.0
3879,82.0,,18.0,13.0,p_FP,riksdagsval,2010,,,,,0.0
3880,82.0,,18.0,13.0,p_KD,riksdagsval,2010,,,,,0.0
3881,82.0,,18.0,13.0,p_S,riksdagsval,2010,,,,,0.0
3882,82.0,,18.0,13.0,p_V,riksdagsval,2010,,,,,0.0
3883,82.0,,18.0,13.0,p_MP,riksdagsval,2010,,,,,0.0
3884,82.0,,18.0,13.0,p_SD,riksdagsval,2010,,,,,0.0
3885,82.0,,18.0,13.0,p_other,riksdagsval,2010,,,,,0.0
3886,83.0,,18.0,18.0,p_M,riksdagsval,2010,,,,,0.0
3887,83.0,,18.0,18.0,p_C,riksdagsval,2010,,,,,0.0
3888,83.0,,18.0,18.0,p_FP,riksdagsval,2010,,,,,0.0
3889,83.0,,18.0,18.0,p_KD,riksdagsval,2010,,,,,0.0
3890,83.0,,18.0,18.0,p_S,riksdagsval,2010,,,,,0.0
3891,83.0,,18.0,18.0,p_V,riksdagsval,2010,,,,,0.0
3892,83.0,,18.0,18.0,p_MP,riksdagsval,2010,,,,,0.0
3893,83.0,,18.0,18.0,p_SD,riksdagsval,2010,,,,,0.0
3894,83.0,,18.0,18.0,p_other,riksdagsval,2010,,,,,0.0
3895,84.0,,18.0,10.0,p_M,riksdagsval,2010,,,,,0.0
3896,84.0,,18.0,10.0,p_C,riksdagsval,2010,,,,,0.0
3897,84.0,,18.0,10.0,p_FP,riksdagsval,2010,,,,,0.0
3898,84.0,,18.0,10.0,p_KD,riksdagsval,2010,,,,,0.0
3899,84.0,,18.0,10.0,p_S,riksdagsval,2010,,,,,0.0
3900,84.0,,18.0,10.0,p_V,riksdagsval,2010,,,,,0.0
3901,84.0,,18.0,10.0,p_MP,riksdagsval,2010,,,,,0.0
3902,84.0,,18.0,10.0,p_SD,riksdagsval,2010,,,,,0.0
3903,84.0,,18.0,10.0,p_other,riksdagsval,2010,,,,,0.0
3904,85.0,,18.0,17.0,p_M,riksdagsval,2010,0.7655870591289838,0.765587059129,0.812808322929,0.745790877263,0.44
3905,85.0,,18.0,17.0,p_C,riksdagsval,2010,,,,,0.0
3906,85.0,,18.0,17.0,p_FP,riksdagsval,2010,,,,,0.0
3907,85.0,,18.0,17.0,p_KD,riksdagsval,2010,,,,,0.0
3908,85.0,,18.0,17.0,p_S,riksdagsval,2010,,,,,0.0
3909,85.0,,18.0,17.0,p_V,riksdagsval,2010,,,,,0.0
3910,85.0,,18.0,17.0,p_MP,riksdagsval,2010,,,,,0.0
3911,85.0,,18.0,17.0,p_SD,riksdagsval,2010,,,,,0.0
3912,85.0,,18.0,17.0,p_other,riksdagsval,2010,,,,,0.0
3913,4.0,,19.0,3.0,p_M,riksdagsval,2010,,,,,0.0
3914,4.0,,19.0,3.0,p_C,riksdagsval,2010,,,,,0.0
3915,4.0,,19.0,3.0,p_FP,riksdagsval,2010,,,,,0.0
3916,4.0,,19.0,3.0,p_KD,riksdagsval,2010,,,,,0.0
3917,4.0,,19.0,3.0,p_S,riksdagsval,2010,,,,,0.0
3918,4.0,,19.0,3.0,p_V,riksdagsval,2010,,,,,0.0
3919,4.0,,19.0,3.0,p_MP,riksdagsval,2010,,,,,0.0
3920,4.0,,19.0,3.0,p_SD,riksdagsval,2010,,,,,0.0
3921,4.0,,19.0,3.0,p_other,riksdagsval,2010,,,,,0.0
3922,7.0,,19.0,7.0,p_M,riksdagsval,2010,,,,,0.0
3923,7.0,,19.0,7.0,p_C,riksdagsval,2010,,,,,0.0
3924,7.0,,19.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
3925,7.0,,19.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
3926,7.0,,19.0,7.0,p_S,riksdagsval,2010,,,,,0.0
3927,7.0,,19.0,7.0,p_V,riksdagsval,2010,,,,,0.0
3928,7.0,,19.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
3929,7.0,,19.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
3930,7.0,,19.0,7.0,p_other,riksdagsval,2010,,,,,0.0
3931,60.0,,19.0,6.0,p_M,riksdagsval,2010,,,,,0.0
3932,60.0,,19.0,6.0,p_C,riksdagsval,2010,,,,,0.0
3933,60.0,,19.0,6.0,p_FP,riksdagsval,2010,,,,,0.0
3934,60.0,,19.0,6.0,p_KD,riksdagsval,2010,,,,,0.0
3935,60.0,,19.0,6.0,p_S,riksdagsval,2010,,,,,0.0
3936,60.0,,19.0,6.0,p_V,riksdagsval,2010,,,,,0.0
3937,60.0,,19.0,6.0,p_MP,riksdagsval,2010,,,,,0.0
3938,60.0,,19.0,6.0,p_SD,riksdagsval,2010,,,,,0.0
3939,60.0,,19.0,6.0,p_other,riksdagsval,2010,,,,,0.0
3940,61.0,,19.0,9.0,p_M,riksdagsval,2010,,,,,0.0
3941,61.0,,19.0,9.0,p_C,riksdagsval,2010,,,,,0.0
3942,61.0,,19.0,9.0,p_FP,riksdagsval,2010,,,,,0.0
3943,61.0,,19.0,9.0,p_KD,riksdagsval,2010,,,,,0.0
3944,61.0,,19.0,9.0,p_S,riksdagsval,2010,,,,,0.0
3945,61.0,,19.0,9.0,p_V,riksdagsval,2010,,,,,0.0
3946,61.0,,19.0,9.0,p_MP,riksdagsval,2010,,,,,0.0
3947,61.0,,19.0,9.0,p_SD,riksdagsval,2010,,,,,0.0
3948,61.0,,19.0,9.0,p_other,riksdagsval,2010,,,,,0.0
3949,62.0,,19.0,5.0,p_M,riksdagsval,2010,,,,,0.0
3950,62.0,,19.0,5.0,p_C,riksdagsval,2010,,,,,0.0
3951,62.0,,19.0,5.0,p_FP,riksdagsval,2010,,,,,0.0
3952,62.0,,19.0,5.0,p_KD,riksdagsval,2010,,,,,0.0
3953,62.0,,19.0,5.0,p_S,riksdagsval,2010,,,,,0.0
3954,62.0,,19.0,5.0,p_V,riksdagsval,2010,,,,,0.0
3955,62.0,,19.0,5.0,p_MP,riksdagsval,2010,,,,,0.0
3956,62.0,,19.0,5.0,p_SD,riksdagsval,2010,,,,,0.0
3957,62.0,,19.0,5.0,p_other,riksdagsval,2010,,,,,0.0
3958,80.0,,19.0,67.0,p_M,riksdagsval,2010,0.8820971474006272,0.882097147401,0.880979126871,0.876116119119,0.895
3959,80.0,,19.0,67.0,p_C,riksdagsval,2010,0.6909729170193457,0.470138718509,0.717796939433,0.711234847801,0.515
3960,80.0,,19.0,67.0,p_FP,riksdagsval,2010,0.7360776382713893,0.702695416924,0.736238796024,0.741411156179,0.53
3961,80.0,,19.0,67.0,p_KD,riksdagsval,2010,0.9414556912721751,0.949068554242,0.932570961939,0.935882254398,0.89
3962,80.0,,19.0,67.0,p_S,riksdagsval,2010,0.7878731417055629,0.787873141706,0.774659372656,0.770831703003,0.54
3963,80.0,,19.0,67.0,p_V,riksdagsval,2010,0.712050815185292,0.878802429987,0.651331200972,0.68053905863,0.775
3964,80.0,,19.0,67.0,p_MP,riksdagsval,2010,0.17369956785328736,0.101256331284,0.132448937423,0.183935337662,0.08
3965,80.0,,19.0,67.0,p_SD,riksdagsval,2010,0.7058272870100086,0.607066321701,0.685858021937,0.711234847801,0.86
3966,80.0,,19.0,67.0,p_other,riksdagsval,2010,0.03657685632508037,0.030176582416,0.0356343041979,0.0360492810116,0.075
3967,81.0,,19.0,13.0,p_M,riksdagsval,2010,,,,,0.0
3968,81.0,,19.0,13.0,p_C,riksdagsval,2010,,,,,0.0
3969,81.0,,19.0,13.0,p_FP,riksdagsval,2010,,,,,0.0
3970,81.0,,19.0,13.0,p_KD,riksdagsval,2010,,,,,0.0
3971,81.0,,19.0,13.0,p_S,riksdagsval,2010,,,,,0.0
3972,81.0,,19.0,13.0,p_V,riksdagsval,2010,,,,,0.0
3973,81.0,,19.0,13.0,p_MP,riksdagsval,2010,,,,,0.0
3974,81.0,,19.0,13.0,p_SD,riksdagsval,2010,,,,,0.0
3975,81.0,,19.0,13.0,p_other,riksdagsval,2010,,,,,0.0
3976,82.0,,19.0,8.0,p_M,riksdagsval,2010,,,,,0.0
3977,82.0,,19.0,8.0,p_C,riksdagsval,2010,,,,,0.0
3978,82.0,,19.0,8.0,p_FP,riksdagsval,2010,,,,,0.0
3979,82.0,,19.0,8.0,p_KD,riksdagsval,2010,,,,,0.0
3980,82.0,,19.0,8.0,p_S,riksdagsval,2010,,,,,0.0
3981,82.0,,19.0,8.0,p_V,riksdagsval,2010,,,,,0.0
3982,82.0,,19.0,8.0,p_MP,riksdagsval,2010,,,,,0.0
3983,82.0,,19.0,8.0,p_SD,riksdagsval,2010,,,,,0.0
3984,82.0,,19.0,8.0,p_other,riksdagsval,2010,,,,,0.0
3985,83.0,,19.0,15.0,p_M,riksdagsval,2010,,,,,0.0
3986,83.0,,19.0,15.0,p_C,riksdagsval,2010,,,,,0.0
3987,83.0,,19.0,15.0,p_FP,riksdagsval,2010,,,,,0.0
3988,83.0,,19.0,15.0,p_KD,riksdagsval,2010,,,,,0.0
3989,83.0,,19.0,15.0,p_S,riksdagsval,2010,,,,,0.0
3990,83.0,,19.0,15.0,p_V,riksdagsval,2010,,,,,0.0
3991,83.0,,19.0,15.0,p_MP,riksdagsval,2010,,,,,0.0
3992,83.0,,19.0,15.0,p_SD,riksdagsval,2010,,,,,0.0
3993,83.0,,19.0,15.0,p_other,riksdagsval,2010,,,,,0.0
3994,84.0,,19.0,9.0,p_M,riksdagsval,2010,,,,,0.0
3995,84.0,,19.0,9.0,p_C,riksdagsval,2010,,,,,0.0
3996,84.0,,19.0,9.0,p_FP,riksdagsval,2010,,,,,0.0
3997,84.0,,19.0,9.0,p_KD,riksdagsval,2010,,,,,0.0
3998,84.0,,19.0,9.0,p_S,riksdagsval,2010,,,,,0.0
3999,84.0,,19.0,9.0,p_V,riksdagsval,2010,,,,,0.0
4000,84.0,,19.0,9.0,p_MP,riksdagsval,2010,,,,,0.0
4001,84.0,,19.0,9.0,p_SD,riksdagsval,2010,,,,,0.0
4002,84.0,,19.0,9.0,p_other,riksdagsval,2010,,,,,0.0
4003,21.0,,20.0,5.0,p_M,riksdagsval,2010,,,,,0.0
4004,21.0,,20.0,5.0,p_C,riksdagsval,2010,,,,,0.0
4005,21.0,,20.0,5.0,p_FP,riksdagsval,2010,,,,,0.0
4006,21.0,,20.0,5.0,p_KD,riksdagsval,2010,,,,,0.0
4007,21.0,,20.0,5.0,p_S,riksdagsval,2010,,,,,0.0
4008,21.0,,20.0,5.0,p_V,riksdagsval,2010,,,,,0.0
4009,21.0,,20.0,5.0,p_MP,riksdagsval,2010,,,,,0.0
4010,21.0,,20.0,5.0,p_SD,riksdagsval,2010,,,,,0.0
4011,21.0,,20.0,5.0,p_other,riksdagsval,2010,,,,,0.0
4012,23.0,,20.0,8.0,p_M,riksdagsval,2010,,,,,0.0
4013,23.0,,20.0,8.0,p_C,riksdagsval,2010,,,,,0.0
4014,23.0,,20.0,8.0,p_FP,riksdagsval,2010,,,,,0.0
4015,23.0,,20.0,8.0,p_KD,riksdagsval,2010,,,,,0.0
4016,23.0,,20.0,8.0,p_S,riksdagsval,2010,,,,,0.0
4017,23.0,,20.0,8.0,p_V,riksdagsval,2010,,,,,0.0
4018,23.0,,20.0,8.0,p_MP,riksdagsval,2010,,,,,0.0
4019,23.0,,20.0,8.0,p_SD,riksdagsval,2010,,,,,0.0
4020,23.0,,20.0,8.0,p_other,riksdagsval,2010,,,,,0.0
4021,26.0,,20.0,8.0,p_M,riksdagsval,2010,,,,,0.0
4022,26.0,,20.0,8.0,p_C,riksdagsval,2010,,,,,0.0
4023,26.0,,20.0,8.0,p_FP,riksdagsval,2010,,,,,0.0
4024,26.0,,20.0,8.0,p_KD,riksdagsval,2010,,,,,0.0
4025,26.0,,20.0,8.0,p_S,riksdagsval,2010,,,,,0.0
4026,26.0,,20.0,8.0,p_V,riksdagsval,2010,,,,,0.0
4027,26.0,,20.0,8.0,p_MP,riksdagsval,2010,,,,,0.0
4028,26.0,,20.0,8.0,p_SD,riksdagsval,2010,,,,,0.0
4029,26.0,,20.0,8.0,p_other,riksdagsval,2010,,,,,0.0
4030,29.0,,20.0,12.0,p_M,riksdagsval,2010,,,,,0.0
4031,29.0,,20.0,12.0,p_C,riksdagsval,2010,,,,,0.0
4032,29.0,,20.0,12.0,p_FP,riksdagsval,2010,,,,,0.0
4033,29.0,,20.0,12.0,p_KD,riksdagsval,2010,,,,,0.0
4034,29.0,,20.0,12.0,p_S,riksdagsval,2010,,,,,0.0
4035,29.0,,20.0,12.0,p_V,riksdagsval,2010,,,,,0.0
4036,29.0,,20.0,12.0,p_MP,riksdagsval,2010,,,,,0.0
4037,29.0,,20.0,12.0,p_SD,riksdagsval,2010,,,,,0.0
4038,29.0,,20.0,12.0,p_other,riksdagsval,2010,,,,,0.0
4039,31.0,,20.0,7.0,p_M,riksdagsval,2010,,,,,0.0
4040,31.0,,20.0,7.0,p_C,riksdagsval,2010,,,,,0.0
4041,31.0,,20.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
4042,31.0,,20.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
4043,31.0,,20.0,7.0,p_S,riksdagsval,2010,,,,,0.0
4044,31.0,,20.0,7.0,p_V,riksdagsval,2010,,,,,0.0
4045,31.0,,20.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
4046,31.0,,20.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
4047,31.0,,20.0,7.0,p_other,riksdagsval,2010,,,,,0.0
4048,34.0,,20.0,6.0,p_M,riksdagsval,2010,,,,,0.0
4049,34.0,,20.0,6.0,p_C,riksdagsval,2010,,,,,0.0
4050,34.0,,20.0,6.0,p_FP,riksdagsval,2010,,,,,0.0
4051,34.0,,20.0,6.0,p_KD,riksdagsval,2010,,,,,0.0
4052,34.0,,20.0,6.0,p_S,riksdagsval,2010,,,,,0.0
4053,34.0,,20.0,6.0,p_V,riksdagsval,2010,,,,,0.0
4054,34.0,,20.0,6.0,p_MP,riksdagsval,2010,,,,,0.0
4055,34.0,,20.0,6.0,p_SD,riksdagsval,2010,,,,,0.0
4056,34.0,,20.0,6.0,p_other,riksdagsval,2010,,,,,0.0
4057,39.0,,20.0,7.0,p_M,riksdagsval,2010,,,,,0.0
4058,39.0,,20.0,7.0,p_C,riksdagsval,2010,,,,,0.0
4059,39.0,,20.0,7.0,p_FP,riksdagsval,2010,,,,,0.0
4060,39.0,,20.0,7.0,p_KD,riksdagsval,2010,,,,,0.0
4061,39.0,,20.0,7.0,p_S,riksdagsval,2010,,,,,0.0
4062,39.0,,20.0,7.0,p_V,riksdagsval,2010,,,,,0.0
4063,39.0,,20.0,7.0,p_MP,riksdagsval,2010,,,,,0.0
4064,39.0,,20.0,7.0,p_SD,riksdagsval,2010,,,,,0.0
4065,39.0,,20.0,7.0,p_other,riksdagsval,2010,,,,,0.0
4066,61.0,,20.0,8.0,p_M,riksdagsval,2010,,,,,0.0
4067,61.0,,20.0,8.0,p_C,riksdagsval,2010,,,,,0.0
4068,61.0,,20.0,8.0,p_FP,riksdagsval,2010,,,,,0.0
4069,61.0,,20.0,8.0,p_KD,riksdagsval,2010,,,,,0.0
4070,61.0,,20.0,8.0,p_S,riksdagsval,2010,,,,,0.0
4071,61.0,,20.0,8.0,p_V,riksdagsval,2010,,,,,0.0
4072,61.0,,20.0,8.0,p_MP,riksdagsval,2010,,,,,0.0
4073,61.0,,20.0,8.0,p_SD,riksdagsval,2010,,,,,0.0
4074,61.0,,20.0,8.0,p_other,riksdagsval,2010,,,,,0.0
4075,62.0,,20.0,12.0,p_M,riksdagsval,2010,,,,,0.0
