,Kommun,KommunParty,Lan,N,Party,Race,Year,chisquare-benford-3d,chisquare-benford-mix,chisquare-mean-sim,chisquare-uniform,lilliefors-type-test
7896,19.0,,14.0,13.0,p_C,kommunval,2010,,,,,0.0
7897,19.0,,14.0,13.0,p_FP,kommunval,2010,,,,,0.0
7898,19.0,,14.0,13.0,p_S,kommunval,2010,,,,,0.0
7899,19.0,,14.0,13.0,p_V,kommunval,2010,,,,,0.0
7900,19.0,,14.0,13.0,p_MP,kommunval,2010,,,,,0.0
7901,19.0,,14.0,13.0,p_other,kommunval,2010,,,,,0.0
7902,21.0,,14.0,13.0,p_M,kommunval,2010,,,,,0.0
7903,21.0,,14.0,13.0,p_C,kommunval,2010,,,,,0.0
7904,21.0,,14.0,13.0,p_FP,kommunval,2010,,,,,0.0
7905,21.0,,14.0,13.0,p_S,kommunval,2010,,,,,0.0
7906,21.0,,14.0,13.0,p_V,kommunval,2010,,,,,0.0
7907,21.0,,14.0,13.0,p_MP,kommunval,2010,,,,,0.0
7908,21.0,,14.0,13.0,p_other,kommunval,2010,,,,,0.0
7909,27.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
7910,27.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
7911,27.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
7912,27.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
7913,27.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
7914,27.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
7915,27.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
7916,30.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
7917,30.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
7918,30.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
7919,30.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
7920,30.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
7921,30.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
7922,30.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
7923,35.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
7924,35.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
7925,35.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
7926,35.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
7927,35.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
7928,35.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
7929,35.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
7930,38.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
7931,38.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
7932,38.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
7933,38.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
7934,38.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
7935,38.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
7936,38.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
7937,39.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
7938,39.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
7939,39.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
7940,39.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
7941,39.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
7942,39.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
7943,39.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
7944,40.0,,14.0,18.0,p_M,kommunval,2010,,,,,0.0
7945,40.0,,14.0,18.0,p_C,kommunval,2010,,,,,0.0
7946,40.0,,14.0,18.0,p_FP,kommunval,2010,0.886560549101683,0.769575204358,0.922518447443,0.896186928952,0.61
7947,40.0,,14.0,18.0,p_S,kommunval,2010,,,,,0.0
7948,40.0,,14.0,18.0,p_V,kommunval,2010,,,,,0.0
7949,40.0,,14.0,18.0,p_MP,kommunval,2010,,,,,0.0
7950,40.0,,14.0,18.0,p_other,kommunval,2010,0.9653739892888478,0.967917012364,0.954246537097,0.959726218736,0.685
7951,41.0,,14.0,26.0,p_M,kommunval,2010,0.8491995049508312,0.845065309478,0.831027207626,0.853943131415,0.885
7952,41.0,,14.0,26.0,p_C,kommunval,2010,0.7855051099853093,0.742247499798,0.740024236024,0.785073454521,0.46
7953,41.0,,14.0,26.0,p_FP,kommunval,2010,0.48204816865016253,0.482200143779,0.456247391675,0.473507347154,0.385
7954,41.0,,14.0,26.0,p_S,kommunval,2010,,,,,0.0
7955,41.0,,14.0,26.0,p_V,kommunval,2010,,,,,0.0
7956,41.0,,14.0,26.0,p_MP,kommunval,2010,0.795369386607775,0.832840638389,0.732032306519,0.785073454521,0.33
7957,41.0,,14.0,26.0,p_other,kommunval,2010,,,,,0.0
7958,42.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
7959,42.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
7960,42.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
7961,42.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
7962,42.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
7963,42.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
7964,42.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
7965,43.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
7966,43.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
7967,43.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
7968,43.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
7969,43.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
7970,43.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
7971,43.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
7972,44.0,,14.0,4.0,p_M,kommunval,2010,,,,,0.0
7973,44.0,,14.0,4.0,p_C,kommunval,2010,,,,,0.0
7974,44.0,,14.0,4.0,p_FP,kommunval,2010,,,,,0.0
7975,44.0,,14.0,4.0,p_S,kommunval,2010,,,,,0.0
7976,44.0,,14.0,4.0,p_V,kommunval,2010,,,,,0.0
7977,44.0,,14.0,4.0,p_MP,kommunval,2010,,,,,0.0
7978,44.0,,14.0,4.0,p_other,kommunval,2010,,,,,0.0
7979,45.0,,14.0,4.0,p_M,kommunval,2010,,,,,0.0
7980,45.0,,14.0,4.0,p_C,kommunval,2010,,,,,0.0
7981,45.0,,14.0,4.0,p_FP,kommunval,2010,,,,,0.0
7982,45.0,,14.0,4.0,p_S,kommunval,2010,,,,,0.0
7983,45.0,,14.0,4.0,p_V,kommunval,2010,,,,,0.0
7984,45.0,,14.0,4.0,p_MP,kommunval,2010,,,,,0.0
7985,45.0,,14.0,4.0,p_other,kommunval,2010,,,,,0.0
7986,46.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
7987,46.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
7988,46.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
7989,46.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
7990,46.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
7991,46.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
7992,46.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
7993,47.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
7994,47.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
7995,47.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
7996,47.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
7997,47.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
7998,47.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
7999,47.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
8000,52.0,,14.0,9.0,p_M,kommunval,2010,,,,,0.0
8001,52.0,,14.0,9.0,p_C,kommunval,2010,,,,,0.0
8002,52.0,,14.0,9.0,p_FP,kommunval,2010,,,,,0.0
8003,52.0,,14.0,9.0,p_S,kommunval,2010,,,,,0.0
8004,52.0,,14.0,9.0,p_V,kommunval,2010,,,,,0.0
8005,52.0,,14.0,9.0,p_MP,kommunval,2010,,,,,0.0
8006,52.0,,14.0,9.0,p_other,kommunval,2010,,,,,0.0
8007,60.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
8008,60.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
8009,60.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
8010,60.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
8011,60.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
8012,60.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
8013,60.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
8014,61.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
8015,61.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
8016,61.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
8017,61.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
8018,61.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
8019,61.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
8020,61.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
8021,62.0,,14.0,9.0,p_M,kommunval,2010,,,,,0.0
8022,62.0,,14.0,9.0,p_C,kommunval,2010,,,,,0.0
8023,62.0,,14.0,9.0,p_FP,kommunval,2010,,,,,0.0
8024,62.0,,14.0,9.0,p_S,kommunval,2010,,,,,0.0
8025,62.0,,14.0,9.0,p_V,kommunval,2010,,,,,0.0
8026,62.0,,14.0,9.0,p_MP,kommunval,2010,,,,,0.0
8027,62.0,,14.0,9.0,p_other,kommunval,2010,,,,,0.0
8028,63.0,,14.0,21.0,p_M,kommunval,2010,0.8119156475751848,0.806293137382,0.799592147202,0.817397828585,0.585
8029,63.0,,14.0,21.0,p_C,kommunval,2010,0.9835789741323757,0.969549674289,0.988023101191,0.985035004145,0.795
8030,63.0,,14.0,21.0,p_FP,kommunval,2010,,,,,0.0
8031,63.0,,14.0,21.0,p_S,kommunval,2010,0.9558403329904086,0.959318183428,0.960848557925,0.951882477279,0.545
8032,63.0,,14.0,21.0,p_V,kommunval,2010,,,,,0.0
8033,63.0,,14.0,21.0,p_MP,kommunval,2010,,,,,0.0
8034,63.0,,14.0,21.0,p_other,kommunval,2010,,,,,0.0
8035,65.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
8036,65.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
8037,65.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
8038,65.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
8039,65.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
8040,65.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
8041,65.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
8042,66.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
8043,66.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
8044,66.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
8045,66.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
8046,66.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
8047,66.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
8048,66.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
8049,70.0,,14.0,9.0,p_M,kommunval,2010,,,,,0.0
8050,70.0,,14.0,9.0,p_C,kommunval,2010,,,,,0.0
8051,70.0,,14.0,9.0,p_FP,kommunval,2010,,,,,0.0
8052,70.0,,14.0,9.0,p_S,kommunval,2010,,,,,0.0
8053,70.0,,14.0,9.0,p_V,kommunval,2010,,,,,0.0
8054,70.0,,14.0,9.0,p_MP,kommunval,2010,,,,,0.0
8055,70.0,,14.0,9.0,p_other,kommunval,2010,,,,,0.0
8056,71.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
8057,71.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
8058,71.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
8059,71.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
8060,71.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
8061,71.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
8062,71.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
8063,72.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
8064,72.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
8065,72.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
8066,72.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
8067,72.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
8068,72.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
8069,72.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
8070,73.0,,14.0,6.0,p_M,kommunval,2010,,,,,0.0
8071,73.0,,14.0,6.0,p_C,kommunval,2010,,,,,0.0
8072,73.0,,14.0,6.0,p_FP,kommunval,2010,,,,,0.0
8073,73.0,,14.0,6.0,p_S,kommunval,2010,,,,,0.0
8074,73.0,,14.0,6.0,p_V,kommunval,2010,,,,,0.0
8075,73.0,,14.0,6.0,p_MP,kommunval,2010,,,,,0.0
8076,73.0,,14.0,6.0,p_other,kommunval,2010,,,,,0.0
8077,80.0,,14.0,286.0,p_M,kommunval,2010,0.9268782606624559,0.908564891961,0.936991175227,0.936799982691,0.89
8078,80.0,,14.0,286.0,p_C,kommunval,2010,0.008864816699279977,1.71975402015e-06,0.0132802400423,0.0123738845852,0.19
8079,80.0,,14.0,286.0,p_FP,kommunval,2010,0.8555685530808149,0.665289699143,0.866696717782,0.870899953582,0.9
8080,80.0,,14.0,286.0,p_S,kommunval,2010,0.568323613563197,0.566581507232,0.462242474351,0.563994123169,0.67
8081,80.0,,14.0,286.0,p_V,kommunval,2010,0.5072848136370578,0.266173041002,0.4889791084,0.521512680065,0.415
8082,80.0,,14.0,286.0,p_MP,kommunval,2010,0.33967632533789255,0.302302541658,0.293360331846,0.332674986302,0.445
8083,80.0,,14.0,286.0,p_other,kommunval,2010,0.33236489810214304,0.331625445692,0.327808992719,0.321856577822,0.46
8084,81.0,,14.0,34.0,p_M,kommunval,2010,0.5508995270769017,0.550899527077,0.547404730418,0.558021191189,0.24
8085,81.0,,14.0,34.0,p_C,kommunval,2010,0.4386547996668827,0.368872430538,0.425177163355,0.442721781504,0.595
8086,81.0,,14.0,34.0,p_FP,kommunval,2010,,,,,0.0
8087,81.0,,14.0,34.0,p_S,kommunval,2010,,,,,0.0
8088,81.0,,14.0,34.0,p_V,kommunval,2010,0.929979223375153,0.875601249793,0.950206181042,0.933071069674,0.765
8089,81.0,,14.0,34.0,p_MP,kommunval,2010,0.6733968216224476,0.65755931966,0.701107561764,0.679903247837,0.83
8090,81.0,,14.0,34.0,p_other,kommunval,2010,,,,,0.0
8091,82.0,,14.0,28.0,p_M,kommunval,2010,,,,,0.0
8092,82.0,,14.0,28.0,p_C,kommunval,2010,,,,,0.0
8093,82.0,,14.0,28.0,p_FP,kommunval,2010,,,,,0.0
8094,82.0,,14.0,28.0,p_S,kommunval,2010,,,,,0.0
8095,82.0,,14.0,28.0,p_V,kommunval,2010,0.2513448925349291,0.17246844172,0.278418882902,0.256631966448,0.34
8096,82.0,,14.0,28.0,p_MP,kommunval,2010,,,,,0.0
8097,82.0,,14.0,28.0,p_other,kommunval,2010,0.9032598223739733,0.90260687652,0.8789465326,0.901760757953,0.505
8098,84.0,,14.0,11.0,p_M,kommunval,2010,,,,,0.0
8099,84.0,,14.0,11.0,p_C,kommunval,2010,,,,,0.0
8100,84.0,,14.0,11.0,p_FP,kommunval,2010,,,,,0.0
8101,84.0,,14.0,11.0,p_S,kommunval,2010,,,,,0.0
8102,84.0,,14.0,11.0,p_V,kommunval,2010,,,,,0.0
8103,84.0,,14.0,11.0,p_MP,kommunval,2010,,,,,0.0
8104,84.0,,14.0,11.0,p_other,kommunval,2010,,,,,0.0
8105,85.0,,14.0,38.0,p_M,kommunval,2010,0.2854401665792001,0.290041232084,0.329427286123,0.279333834074,0.06
8106,85.0,,14.0,38.0,p_C,kommunval,2010,0.4880212310077825,0.330685257172,0.563907971867,0.502662094262,0.365
8107,85.0,,14.0,38.0,p_FP,kommunval,2010,0.10358342827910916,0.119549150164,0.126906246929,0.10156579575,0.26
8108,85.0,,14.0,38.0,p_S,kommunval,2010,0.16487829081413782,0.167551685447,0.172792448277,0.160239166098,0.06
8109,85.0,,14.0,38.0,p_V,kommunval,2010,,,,,0.0
8110,85.0,,14.0,38.0,p_MP,kommunval,2010,,,,,0.0
8111,85.0,,14.0,38.0,p_other,kommunval,2010,,,,,0.0
8112,86.0,,14.0,9.0,p_M,kommunval,2010,,,,,0.0
8113,86.0,,14.0,9.0,p_C,kommunval,2010,,,,,0.0
8114,86.0,,14.0,9.0,p_FP,kommunval,2010,,,,,0.0
8115,86.0,,14.0,9.0,p_S,kommunval,2010,,,,,0.0
8116,86.0,,14.0,9.0,p_V,kommunval,2010,,,,,0.0
8117,86.0,,14.0,9.0,p_MP,kommunval,2010,,,,,0.0
8118,86.0,,14.0,9.0,p_other,kommunval,2010,,,,,0.0
8119,87.0,,14.0,32.0,p_M,kommunval,2010,0.15506986594406866,0.137151919207,0.167104915384,0.16260626219,0.04
8120,87.0,,14.0,32.0,p_C,kommunval,2010,0.6635488154627085,0.623204386894,0.749399283523,0.663129643407,0.64
8121,87.0,,14.0,32.0,p_FP,kommunval,2010,0.2812781832967196,0.417304330344,0.258598033998,0.267238079475,0.11
8122,87.0,,14.0,32.0,p_S,kommunval,2010,0.7802481548655364,0.752107275047,0.804026583864,0.788728005521,0.785
8123,87.0,,14.0,32.0,p_V,kommunval,2010,0.4055689016884663,0.364754653219,0.478766592643,0.414524521815,0.72
8124,87.0,,14.0,32.0,p_MP,kommunval,2010,0.28480453326429866,0.42876249348,0.197450392889,0.267238079475,0.045
8125,87.0,,14.0,32.0,p_other,kommunval,2010,0.6753109455219448,0.711647346259,0.592639144553,0.663129643407,0.32
8126,88.0,,14.0,33.0,p_M,kommunval,2010,0.053365461456923655,0.0608585471475,0.0700137907654,0.0487159761476,0.03
8127,88.0,,14.0,33.0,p_C,kommunval,2010,0.9382198709684078,0.972035541328,0.912683219347,0.931951753246,0.86
8128,88.0,,14.0,33.0,p_FP,kommunval,2010,0.9654399657867545,0.977229888693,0.967615541008,0.961843543948,0.885
8129,88.0,,14.0,33.0,p_S,kommunval,2010,0.666595411159707,0.665900941659,0.706683003063,0.668635631647,0.79
8130,88.0,,14.0,33.0,p_V,kommunval,2010,,,,,0.0
8131,88.0,,14.0,33.0,p_MP,kommunval,2010,,,,,0.0
8132,88.0,,14.0,33.0,p_other,kommunval,2010,0.3241292371398308,0.306423301572,0.33010443526,0.324180012539,0.205
8133,89.0,,14.0,28.0,p_M,kommunval,2010,0.971101768621505,0.965961313037,0.970989985716,0.974554728025,0.895
8134,89.0,,14.0,28.0,p_C,kommunval,2010,,,,,0.0
8135,89.0,,14.0,28.0,p_FP,kommunval,2010,,,,,0.0
8136,89.0,,14.0,28.0,p_S,kommunval,2010,,,,,0.0
8137,89.0,,14.0,28.0,p_V,kommunval,2010,,,,,0.0
8138,89.0,,14.0,28.0,p_MP,kommunval,2010,,,,,0.0
8139,89.0,,14.0,28.0,p_other,kommunval,2010,0.26491663277931626,0.289359947715,0.217014736587,0.256631966448,0.155
8140,90.0,,14.0,84.0,p_M,kommunval,2010,0.2742049356709342,0.242036769834,0.339900811046,0.292382912553,0.705
8141,90.0,,14.0,84.0,p_C,kommunval,2010,0.5502446906286951,0.138802298497,0.598000563395,0.592591157329,0.615
8142,90.0,,14.0,84.0,p_FP,kommunval,2010,0.4689045631471226,0.363922942011,0.470815122124,0.473155675103,0.095
8143,90.0,,14.0,84.0,p_S,kommunval,2010,0.576903154974557,0.56920954401,0.54727675626,0.592591157329,0.345
8144,90.0,,14.0,84.0,p_V,kommunval,2010,0.02140238569371605,0.00956787250925,0.0247210082,0.0225031745947,0.155
8145,90.0,,14.0,84.0,p_MP,kommunval,2010,0.4777599077112993,0.268854378786,0.469379453871,0.496257402584,0.54
8146,90.0,,14.0,84.0,p_other,kommunval,2010,0.09697819569696156,0.0741929364886,0.0948377467003,0.103400971936,0.055
8147,91.0,,14.0,13.0,p_M,kommunval,2010,,,,,0.0
8148,91.0,,14.0,13.0,p_C,kommunval,2010,,,,,0.0
8149,91.0,,14.0,13.0,p_FP,kommunval,2010,,,,,0.0
8150,91.0,,14.0,13.0,p_S,kommunval,2010,,,,,0.0
8151,91.0,,14.0,13.0,p_V,kommunval,2010,,,,,0.0
8152,91.0,,14.0,13.0,p_MP,kommunval,2010,,,,,0.0
8153,91.0,,14.0,13.0,p_other,kommunval,2010,,,,,0.0
8154,92.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
8155,92.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
8156,92.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
8157,92.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
8158,92.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
8159,92.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
8160,92.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
8161,93.0,,14.0,15.0,p_M,kommunval,2010,,,,,0.0
8162,93.0,,14.0,15.0,p_C,kommunval,2010,,,,,0.0
8163,93.0,,14.0,15.0,p_FP,kommunval,2010,,,,,0.0
8164,93.0,,14.0,15.0,p_S,kommunval,2010,,,,,0.0
8165,93.0,,14.0,15.0,p_V,kommunval,2010,,,,,0.0
8166,93.0,,14.0,15.0,p_MP,kommunval,2010,,,,,0.0
8167,93.0,,14.0,15.0,p_other,kommunval,2010,,,,,0.0
8168,94.0,,14.0,24.0,p_M,kommunval,2010,,,,,0.0
8169,94.0,,14.0,24.0,p_C,kommunval,2010,0.1716400730351525,0.121341098551,0.248016139163,0.178278313758,0.16
8170,94.0,,14.0,24.0,p_FP,kommunval,2010,,,,,0.0
8171,94.0,,14.0,24.0,p_S,kommunval,2010,0.7462362412674612,0.750964731517,0.718259477444,0.739918292095,0.645
8172,94.0,,14.0,24.0,p_V,kommunval,2010,,,,,0.0
8173,94.0,,14.0,24.0,p_MP,kommunval,2010,,,,,0.0
8174,94.0,,14.0,24.0,p_other,kommunval,2010,,,,,0.0
8175,95.0,,14.0,11.0,p_M,kommunval,2010,,,,,0.0
8176,95.0,,14.0,11.0,p_C,kommunval,2010,,,,,0.0
8177,95.0,,14.0,11.0,p_FP,kommunval,2010,,,,,0.0
8178,95.0,,14.0,11.0,p_S,kommunval,2010,,,,,0.0
8179,95.0,,14.0,11.0,p_V,kommunval,2010,,,,,0.0
8180,95.0,,14.0,11.0,p_MP,kommunval,2010,,,,,0.0
8181,95.0,,14.0,11.0,p_other,kommunval,2010,,,,,0.0
8182,96.0,,14.0,29.0,p_M,kommunval,2010,0.2497874992626785,0.244934309697,0.290877015237,0.252811168855,0.335
8183,96.0,,14.0,29.0,p_C,kommunval,2010,0.959432215740326,0.949871756984,0.964248389962,0.961497772183,0.69
8184,96.0,,14.0,29.0,p_FP,kommunval,2010,,,,,0.0
8185,96.0,,14.0,29.0,p_S,kommunval,2010,,,,,0.0
8186,96.0,,14.0,29.0,p_V,kommunval,2010,,,,,0.0
8187,96.0,,14.0,29.0,p_MP,kommunval,2010,0.837454263097372,0.914775183373,0.784398972122,0.822122457002,0.345
8188,96.0,,14.0,29.0,p_other,kommunval,2010,,,,,0.0
8189,97.0,,14.0,7.0,p_M,kommunval,2010,,,,,0.0
8190,97.0,,14.0,7.0,p_C,kommunval,2010,,,,,0.0
8191,97.0,,14.0,7.0,p_FP,kommunval,2010,,,,,0.0
8192,97.0,,14.0,7.0,p_S,kommunval,2010,,,,,0.0
8193,97.0,,14.0,7.0,p_V,kommunval,2010,,,,,0.0
8194,97.0,,14.0,7.0,p_MP,kommunval,2010,,,,,0.0
8195,97.0,,14.0,7.0,p_other,kommunval,2010,,,,,0.0
8196,98.0,,14.0,8.0,p_M,kommunval,2010,,,,,0.0
8197,98.0,,14.0,8.0,p_C,kommunval,2010,,,,,0.0
8198,98.0,,14.0,8.0,p_FP,kommunval,2010,,,,,0.0
8199,98.0,,14.0,8.0,p_S,kommunval,2010,,,,,0.0
8200,98.0,,14.0,8.0,p_V,kommunval,2010,,,,,0.0
8201,98.0,,14.0,8.0,p_MP,kommunval,2010,,,,,0.0
8202,98.0,,14.0,8.0,p_other,kommunval,2010,,,,,0.0
8203,99.0,,14.0,22.0,p_M,kommunval,2010,0.37394429963921527,0.379000948529,0.487224417633,0.36540409283,0.155
8204,99.0,,14.0,22.0,p_C,kommunval,2010,,,,,0.0
8205,99.0,,14.0,22.0,p_FP,kommunval,2010,0.7291517255726707,0.833113430463,0.840741551714,0.721592266791,0.665
8206,99.0,,14.0,22.0,p_S,kommunval,2010,,,,,0.0
8207,99.0,,14.0,22.0,p_V,kommunval,2010,0.8828755888355372,0.846497473612,0.925962554181,0.88589205147,0.75
8208,99.0,,14.0,22.0,p_MP,kommunval,2010,,,,,0.0
8209,99.0,,14.0,22.0,p_other,kommunval,2010,,,,,0.0
8210,15.0,,17.0,9.0,p_M,kommunval,2010,,,,,0.0
8211,15.0,,17.0,9.0,p_C,kommunval,2010,,,,,0.0
8212,15.0,,17.0,9.0,p_FP,kommunval,2010,,,,,0.0
8213,15.0,,17.0,9.0,p_S,kommunval,2010,,,,,0.0
8214,15.0,,17.0,9.0,p_V,kommunval,2010,,,,,0.0
8215,15.0,,17.0,9.0,p_MP,kommunval,2010,,,,,0.0
8216,15.0,,17.0,9.0,p_other,kommunval,2010,,,,,0.0
8217,30.0,,17.0,6.0,p_M,kommunval,2010,,,,,0.0
8218,30.0,,17.0,6.0,p_C,kommunval,2010,,,,,0.0
8219,30.0,,17.0,6.0,p_FP,kommunval,2010,,,,,0.0
8220,30.0,,17.0,6.0,p_S,kommunval,2010,,,,,0.0
8221,30.0,,17.0,6.0,p_V,kommunval,2010,,,,,0.0
8222,30.0,,17.0,6.0,p_MP,kommunval,2010,,,,,0.0
8223,30.0,,17.0,6.0,p_other,kommunval,2010,,,,,0.0
8224,37.0,,17.0,10.0,p_M,kommunval,2010,,,,,0.0
8225,37.0,,17.0,10.0,p_C,kommunval,2010,,,,,0.0
8226,37.0,,17.0,10.0,p_FP,kommunval,2010,,,,,0.0
8227,37.0,,17.0,10.0,p_S,kommunval,2010,,,,,0.0
8228,37.0,,17.0,10.0,p_V,kommunval,2010,,,,,0.0
8229,37.0,,17.0,10.0,p_MP,kommunval,2010,,,,,0.0
8230,37.0,,17.0,10.0,p_other,kommunval,2010,,,,,0.0
8231,60.0,,17.0,4.0,p_M,kommunval,2010,,,,,0.0
8232,60.0,,17.0,4.0,p_C,kommunval,2010,,,,,0.0
8233,60.0,,17.0,4.0,p_FP,kommunval,2010,,,,,0.0
8234,60.0,,17.0,4.0,p_S,kommunval,2010,,,,,0.0
8235,60.0,,17.0,4.0,p_V,kommunval,2010,,,,,0.0
8236,60.0,,17.0,4.0,p_MP,kommunval,2010,,,,,0.0
8237,60.0,,17.0,4.0,p_other,kommunval,2010,,,,,0.0
8238,61.0,,17.0,9.0,p_M,kommunval,2010,,,,,0.0
8239,61.0,,17.0,9.0,p_C,kommunval,2010,,,,,0.0
